assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,elementStatus,element_type,element_type_id,element_type_singular_name,element_type_singular_name_short,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,iconInfo,ict_index,id,in_dreamteam,influence,infoStub,isElement,isTransfer,loaned_in,loaned_out,loans_in,loans_out,minutes,news,next_event_fixture,now_cost,own_goals,penalties_missed,penalties_saved,photo,photo_url,points_per_game,red_cards,saves,search_name,second_name,selected_by_percent,shirt_id,shirt_image_url,special,squad_number,status,team,team_code,team_name,team_short_name,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,42786,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,Eden,0.0,0,0,ism-icon--info--0,0.0,104,False,0.0,warn,True,False,0,0,0,0,0,Ankle injury - Expected back 09 Sep,TOT (A),105,0,0,0,42786.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/42786.jpg,0.0,0,0,hazard,Hazard,1.6,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,10,i,5,8,Chelsea,CHE,0.0,0,285,285,1815,1815,0.0,0.0,Hazard,0
0,0,7,,,0,17878,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,2.4,3.9,-1,Cesc,-1.0,3,0,ism-icon--info,0.0,105,False,0.0,,True,False,0,0,0,0,80,,TOT (A),70,0,0,0,17878.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/17878.jpg,-1.0,1,0,fabregas,Fàbregas,9.7,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,4,a,5,8,Chelsea,CHE,0.0,-1,1736,1736,1608,1608,-0.1,-0.1,Fàbregas,0
1,0,30,,,0,47431,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,2.4,3.9,5,Willian,5.0,3,0,ism-icon--info,0.0,106,False,0.0,,True,False,0,0,0,0,90,,TOT (A),70,0,0,0,47431.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/47431.jpg,5.0,0,0,willian,Borges Da Silva,17.7,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,22,a,5,8,Chelsea,CHE,0.0,5,4174,4174,1777,1777,0.7,0.7,Willian,0
0,0,0,,,0,62398,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,2.5,2.5,0,Nemanja,0.0,0,0,ism-icon--info,0.0,107,False,0.0,,True,False,0,0,0,0,0,,SWA (A),50,0,0,0,62398.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/62398.jpg,0.0,0,0,matic,Matic,17.8,1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_1.png,False,31,a,12,1,Man Utd,MUN,0.0,0,3421,3421,2327,2327,0.0,0.0,Matic,0
0,0,26,,,0,126187,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,0.0,1.0,2,Ruben,2.0,3,0,ism-icon--info,0.0,108,False,0.0,,True,False,0,0,0,0,90,,LIV (A),45,0,0,0,126187.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/126187.jpg,2.0,0,0,loftus-cheek,Loftus-Cheek,12.3,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,8,a,6,31,Crystal Palace,CRY,0.0,2,1928,1928,1025,1025,0.4,0.4,Loftus-Cheek,0
0,0,0,0,0,0,49579,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,Pedro,0.0,0,0,ism-icon--info--0,0.0,109,False,0.0,warn,True,False,0,0,0,0,0,Ankle injury - Expected back 20 Aug,TOT (A),80,0,0,0,49579.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/49579.jpg,0.0,0,0,pedro,Rodríguez Ledesma,3.4,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,11,i,5,8,Chelsea,CHE,0.0,0,135,135,6163,6163,0.0,0.0,Pedro,0
0,0,0,,,0,167767,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,1.5,3.0,0,Robert Kenedy,0.0,0,0,ism-icon--info,0.0,110,False,0.0,,True,False,0,0,0,0,0,,TOT (A),50,0,0,0,167767.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/167767.jpg,0.0,0,0,kenedy,Nunes do Nascimento,0.1,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,16,a,5,8,Chelsea,CHE,0.0,0,32,32,46,46,0.0,0.0,Kenedy,0
0,0,20,,,0,116594,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,1.5,3.0,2,N'Golo,2.0,3,0,ism-icon--info,0.0,111,False,0.0,,True,False,0,0,0,0,90,,TOT (A),50,0,0,0,116594.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/116594.jpg,2.0,0,0,kante,Kanté,17.6,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,7,a,5,8,Chelsea,CHE,0.0,2,4282,4282,2736,2736,0.4,0.4,Kanté,0
0,0,7,,,0,89085,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,1.0,0.0,2,Nathaniel,2.0,3,0,ism-icon--info,0.0,112,False,0.0,,True,False,0,0,0,0,90,,BOU (A),45,0,0,0,89085.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/89085.jpg,2.0,0,0,chalobah,Chalobah,2.2,57,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_57.png,False,14,a,18,57,Watford,WAT,0.0,2,826,826,292,292,0.4,0.4,Chalobah,0
0,0,3,,,0,94245,0,0,0,0,0.0,0,0,,4,4,Forward,FWD,2.6,4.1,1,Michy,1.0,3,0,ism-icon--info,0.0,113,False,0.0,,True,False,0,0,0,0,58,,TOT (A),85,0,0,0,94245.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/94245.jpg,1.0,0,0,batshuayi,Batshuayi,1.9,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,23,a,5,8,Chelsea,CHE,0.0,1,572,572,1473,1473,0.1,0.1,Batshuayi,0
0,0,0,,,0,18507,0,0,0,0,0.0,0,0,,4,4,Forward,FWD,3.1,4.6,0,Diego,0.0,0,0,ism-icon--info,0.0,114,False,0.0,,True,False,0,0,0,0,0,,TOT (A),100,0,0,0,18507.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/18507.jpg,0.0,0,0,costa,Da Silva Costa,1.8,8,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_8.png,False,19,a,5,8,Chelsea,CHE,0.0,0,243,243,2596,2596,0.0,0.0,Costa,0
0,0,19,,,0,20066,0,0,0,0,0.0,0,0,,1,1,Goalkeeper,GKP,0.8,1.8,2,Wayne,2.0,3,0,ism-icon--info,0.0,115,False,0.0,,True,False,0,0,0,0,90,,LIV (A),45,0,0,0,20066.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/20066.jpg,2.0,0,4,hennessey,Hennessey,1.7,31_1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31_1.png,False,13,a,6,31,Crystal Palace,CRY,0.0,2,147,147,153,153,0.4,0.4,Hennessey,0
0,0,0,,,0,11554,0,0,0,0,0.0,0,0,,1,1,Goalkeeper,GKP,0.0,1.0,0,Julian,0.0,0,0,ism-icon--info,0.0,116,False,0.0,,True,False,0,0,0,0,0,,LIV (A),40,0,0,0,11554.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/11554.jpg,0.0,0,0,speroni,Speroni,2.6,31_1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31_1.png,False,1,a,6,31,Crystal Palace,CRY,0.0,0,334,334,163,163,0.0,0.0,Speroni,0
0,0,2,,,0,49413,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,0.5,1.5,1,James,1.0,1,0,ism-icon--info,0.0,117,False,0.0,,True,False,0,0,0,0,12,,LIV (A),45,0,0,0,49413.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/49413.jpg,1.0,0,0,tomkins,Tomkins,1.7,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,5,a,6,31,Crystal Palace,CRY,0.0,1,132,132,373,373,0.2,0.2,Tomkins,0
0,0,18,,,0,19188,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.1,2.1,1,Scott,1.0,3,0,ism-icon--info,0.0,118,False,0.0,,True,False,0,0,0,0,90,,LIV (A),50,0,0,0,19188.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/19188.jpg,1.0,0,0,dann,Dann,1.4,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,6,a,6,31,Crystal Palace,CRY,0.0,1,171,171,164,164,0.2,0.2,Dann,0
0,0,17,,,0,55494,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.1,2.1,-1,Joel,-1.0,3,0,ism-icon--info,0.0,119,False,0.0,,True,False,0,0,0,0,90,,LIV (A),50,1,0,0,55494.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/55494.jpg,-1.0,0,0,ward,Ward,0.7,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,2,a,6,31,Crystal Palace,CRY,0.0,-1,72,72,140,140,-0.2,-0.2,Ward,0
0,0,0,,,0,58786,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,0.5,1.5,0,Martin,0.0,0,0,ism-icon--info,0.0,120,False,0.0,,True,False,0,0,0,0,0,,LIV (A),45,0,0,0,58786.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/58786.jpg,0.0,0,0,kelly,Kelly,0.3,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,34,a,6,31,Crystal Palace,CRY,0.0,0,71,71,96,96,0.0,0.0,Kelly,0
0,0,0,,,0,7906,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,0.5,1.5,0,Damien,0.0,0,0,ism-icon--info,0.0,121,False,0.0,,True,False,0,0,0,0,0,,LIV (A),45,0,0,0,7906.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/7906.jpg,0.0,0,0,delaney,Delaney,0.7,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,27,a,6,31,Crystal Palace,CRY,0.0,0,120,120,149,149,0.0,0.0,Delaney,0
0,0,0,0,0,0,79228,0,0,0,0,0.0,0,0,0,2,2,Defender,DEF,0.0,0.0,0,Pape,0.0,0,0,ism-icon--info--0,0.0,122,False,0.0,warn,True,False,0,0,0,0,0,Thigh injury - Unknown return date,LIV (A),45,0,0,0,79228.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/79228.jpg,0.0,0,0,souare,Souaré,0.0,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,23,i,6,31,Crystal Palace,CRY,0.0,0,10,10,23,23,0.0,0.0,Souaré,0
0,0,0,,,0,86417,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.1,2.1,0,Jeffrey,0.0,0,0,ism-icon--info,0.0,123,False,0.0,,True,False,0,0,0,0,0,,LIV (A),50,0,0,0,86417.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/86417.jpg,0.0,0,0,schlupp,Schlupp,0.4,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,15,a,6,31,Crystal Palace,CRY,0.0,0,51,51,111,111,0.0,0.0,Schlupp,0
0,0,14,,,0,74230,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.6,2.6,1,Patrick,1.0,3,0,ism-icon--info,0.0,124,False,0.0,,True,False,0,0,0,0,90,,LIV (A),55,0,0,0,74230.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/74230.jpg,1.0,0,0,van aanholt,van Aanholt,4.3,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,3,a,6,31,Crystal Palace,CRY,0.0,1,484,484,555,555,0.2,0.2,van Aanholt,0
0,0,9,,,0,19197,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,0.5,1.5,1,Jason,1.0,3,0,ism-icon--info,0.0,125,False,0.0,,True,False,0,0,0,0,90,,LIV (A),50,0,0,0,19197.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/19197.jpg,1.0,0,0,puncheon,Puncheon,1.6,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,42,a,6,31,Crystal Palace,CRY,0.0,1,219,219,260,260,0.2,0.2,Puncheon,1
0,0,8,,,0,82403,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,1.4,2.4,2,Wilfried,2.0,3,0,ism-icon--info,0.0,126,False,0.0,,True,False,0,0,0,0,90,,LIV (A),70,0,0,0,82403.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/82403.jpg,2.0,0,0,zaha,Zaha,26.3,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,11,a,6,31,Crystal Palace,CRY,0.0,2,2441,2441,3168,3168,0.3,0.3,Zaha,0
0,0,0,0,0,0,50471,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,James,0.0,0,0,ism-icon--info--0,0.0,127,False,0.0,warn,True,False,0,0,0,0,0,Lack of match fitness - Expected back 19 Aug,LIV (A),45,0,0,0,50471.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/50471.jpg,0.0,0,0,mcarthur,McArthur,5.4,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,18,i,6,31,Crystal Palace,CRY,0.0,0,64,64,3607,3607,0.0,0.0,McArthur,0
0,0,0,,,0,75773,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,0.0,1.0,0,Chung-yong,0.0,0,0,ism-icon--info,0.0,128,False,0.0,,True,False,0,0,0,0,0,,LIV (A),45,0,0,0,75773.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/75773.jpg,0.0,0,0,lee chung-yong,Lee,0.1,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,14,a,6,31,Crystal Palace,CRY,0.0,0,46,46,42,42,0.0,0.0,Lee Chung-yong,0
0,0,0,0,0,0,27341,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,Yohan,0.0,0,0,ism-icon--info--0,0.0,129,False,0.0,warn,True,False,0,0,0,0,0,Lack of match fitness - Expected back 19 Aug,LIV (A),55,0,0,0,27341.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/27341.jpg,0.0,0,0,cabaye,Cabaye,0.5,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,7,i,6,31,Crystal Palace,CRY,0.0,0,36,36,677,677,0.0,0.0,Cabaye,0
0,0,0,0,0,0,44343,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,Bakary,0.0,0,0,ism-icon--info--0,0.0,130,False,0.0,warn,True,False,0,0,0,0,0,Knock - Expected back 19 Aug,LIV (A),50,0,0,0,44343.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/44343.jpg,0.0,0,0,sako,Sako,0.1,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,26,i,6,31,Crystal Palace,CRY,0.0,0,9,9,161,161,0.0,0.0,Sako,0
0,0,15,,,0,60252,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,1.1,2.1,1,Andros,1.0,1,0,ism-icon--info,0.0,131,False,0.0,,True,False,0,0,0,0,45,,LIV (A),60,0,0,0,60252.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/60252.jpg,1.0,0,0,townsend,Townsend,3.0,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,10,a,6,31,Crystal Palace,CRY,0.0,1,262,262,770,770,0.2,0.2,Townsend,0
0,0,5,,,0,66975,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,0.5,1.5,1,Luka,1.0,2,0,ism-icon--info,0.0,132,False,0.0,,True,False,0,0,0,0,45,,LIV (A),50,0,0,0,66975.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/66975.jpg,1.0,0,0,milivojevic,Milivojevic,1.5,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,4,a,6,31,Crystal Palace,CRY,0.0,1,93,93,145,145,0.2,0.2,Milivojevic,0
0,0,0,0,0,0,59125,0,0,0,0,0.0,0,0,0,4,4,Forward,FWD,0.0,0.0,0,Connor,0.0,0,0,ism-icon--info--0,0.0,133,False,0.0,warn,True,False,0,0,0,0,0,Knee injury - Unknown return date,LIV (A),55,0,0,0,59125.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/59125.jpg,0.0,0,0,wickham,Wickham,0.0,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,21,i,6,31,Crystal Palace,CRY,0.0,0,10,10,48,48,0.0,0.0,Wickham,0
0,0,0,,,0,54861,0,0,0,0,0.0,0,0,,4,4,Forward,FWD,1.5,2.5,2,Christian,2.0,3,0,ism-icon--info,0.0,134,False,0.0,,True,False,0,0,0,0,90,,LIV (A),80,0,0,0,54861.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/54861.jpg,2.0,0,0,benteke,Benteke,10.7,31,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_31.png,False,17,a,6,31,Crystal Palace,CRY,0.0,2,1180,1180,2916,2916,0.3,0.3,Benteke,0
0,0,24,,,1,111234,0,0,0,0,0.0,0,0,,1,1,Goalkeeper,GKP,2.8,3.8,6,Jordan,6.0,0,0,ism-icon--info,0.0,135,False,0.0,,True,False,0,0,0,0,90,,MCI (A),50,0,0,0,111234.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/111234.jpg,6.0,0,1,pickford,Pickford,10.5,11_1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11_1.png,False,1,a,7,11,Everton,EVE,0.0,6,799,799,687,687,1.2,1.2,Pickford,0
0,0,0,,,0,78315,0,0,0,0,0.0,0,0,,1,1,Goalkeeper,GKP,1.8,2.8,0,Joel,0.0,0,0,ism-icon--info,0.0,136,False,0.0,,True,False,0,0,0,0,0,,MCI (A),45,0,0,0,78315.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/78315.jpg,0.0,0,0,robles,Robles,0.3,11_1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11_1.png,False,33,a,7,11,Everton,EVE,0.0,0,19,19,86,86,0.0,0.0,Robles,0
0,0,0,100,100,0,10318,0,0,0,0,0.0,0,0,,1,1,Goalkeeper,GKP,1.8,2.8,0,Maarten,0.0,0,0,ism-icon--info,0.0,137,False,0.0,,True,False,0,0,0,0,0,,MCI (A),45,0,0,0,10318.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/10318.jpg,0.0,0,0,stekelenburg,Stekelenburg,0.8,11_1,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11_1.png,False,22,a,7,11,Everton,EVE,0.0,0,75,75,163,163,0.0,0.0,Stekelenburg,0
0,0,20,,,1,12745,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,3.0,4.0,6,Leighton,6.0,0,0,ism-icon--info,0.0,138,False,0.0,,True,False,0,0,0,0,90,,MCI (A),60,0,0,0,12745.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/12745.jpg,6.0,0,0,baines,Baines,11.6,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,3,a,7,11,Everton,EVE,0.0,6,1072,1072,1137,1137,1.0,1.0,Baines,0
0,0,0,0,0,0,59949,0,0,0,0,0.0,0,0,0,2,2,Defender,DEF,0.0,0.0,0,Seamus,0.0,0,0,ism-icon--info--0,0.0,139,False,0.0,warn,True,False,0,0,0,0,0,Broken Leg - Unknown return date,MCI (A),65,0,0,0,59949.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/59949.jpg,0.0,0,0,coleman,Coleman,0.2,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,23,i,7,11,Everton,EVE,0.0,0,25,25,398,398,0.0,0.0,Coleman,0
0,0,26,,,1,7645,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,2.1,3.1,6,Phil,6.0,0,0,ism-icon--info,0.0,140,False,0.0,,True,False,0,0,0,0,90,,MCI (A),50,0,0,0,7645.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/7645.jpg,6.0,0,0,jagielka,Jagielka,7.3,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,6,a,7,11,Everton,EVE,0.0,6,1175,1175,815,815,1.2,1.2,Jagielka,0
0,0,0,0,0,0,114093,0,0,0,0,0.0,0,0,0,2,2,Defender,DEF,0.0,0.0,0,Matthew,0.0,0,0,ism-icon--info--0,0.0,141,False,0.0,warn,True,False,0,0,0,0,0,Season-long loan to Leeds United,MCI (A),40,0,0,0,114093.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/114093.jpg,0.0,0,0,pennington,Pennington,0.2,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,38,u,7,11,Everton,EVE,0.0,0,37,37,149,149,0.0,0.0,Pennington,0
0,0,0,0,0,0,121221,0,0,0,0,0.0,0,0,0,2,2,Defender,DEF,0.0,0.0,0,Ramiro,0.0,0,0,ism-icon--info--0,0.0,142,False,0.0,warn,True,False,0,0,0,0,0,Knee injury - Unknown return date,MCI (A),50,0,0,0,121221.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/121221.jpg,0.0,0,0,funes mori,Funes Mori,0.0,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,25,i,7,11,Everton,EVE,0.0,0,8,8,41,41,0.0,0.0,Funes Mori,0
0,0,10,,,0,19159,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,2.6,3.6,1,Ashley,1.0,0,0,ism-icon--info,0.0,143,False,0.0,,True,False,0,0,0,0,45,,MCI (A),55,0,0,0,19159.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/19159.jpg,1.0,0,0,williams,Williams,5.8,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,5,a,7,11,Everton,EVE,0.0,1,702,702,756,756,0.2,0.2,Williams,0
0,0,0,,,0,194164,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.5,2.5,0,Mason,0.0,0,0,ism-icon--info,0.0,144,False,0.0,,True,False,0,0,0,0,0,,MCI (A),45,0,0,0,194164.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/194164.jpg,0.0,0,0,holgate,Holgate,1.6,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,30,a,7,11,Everton,EVE,0.0,0,155,155,379,379,0.0,0.0,Holgate,0
0,0,0,,,0,153673,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,1.5,2.5,0,Jonjoe,0.0,0,0,ism-icon--info,0.0,145,False,0.0,,True,False,0,0,0,0,0,,MCI (A),45,0,0,0,153673.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/153673.jpg,0.0,0,0,kenny,Kenny,0.2,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,43,a,7,11,Everton,EVE,0.0,0,64,64,90,90,0.0,0.0,Kenny,0
0,0,32,,,1,106611,0,0,0,0,0.0,0,0,,2,2,Defender,DEF,2.6,3.6,6,Michael,6.0,0,0,ism-icon--info,0.0,146,False,0.0,,True,False,0,0,0,0,90,,MCI (A),55,0,0,0,106611.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/106611.jpg,6.0,0,0,keane,Keane,12.5,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,4,a,7,11,Everton,EVE,0.0,6,1988,1988,1092,1092,1.1,1.1,Keane,0
0,0,0,0,0,0,55452,0,0,0,0,0.0,0,0,0,3,3,Midfielder,MID,0.0,0.0,0,Yannick,0.0,0,0,ism-icon--info--0,0.0,147,False,0.0,warn,True,False,0,0,0,0,0,Knee injury - Unknown return date,MCI (A),65,0,0,0,55452.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/55452.jpg,0.0,0,0,bolasie,Bolasie,0.1,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,7,i,7,11,Everton,EVE,0.0,0,28,28,225,225,0.0,0.0,Bolasie,0
0,0,6,,,0,26901,0,0,0,0,0.0,0,0,,3,3,Midfielder,MID,2.3,3.3,1,Kevin,1.0,0,0,ism-icon--info,0.0,148,False,0.0,,True,False,0,0,0,0,13,,MCI (A),65,0,0,0,26901.jpg,https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/26901.jpg,1.0,0,0,mirallas,Mirallas,3.4,11,https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/images/shirts/shirt_11.png,False,11,a,7,11,Everton,EVE,0.0,1,367,367,1002,1002,0.2,0.2,Mirallas,0
