id,fixture,name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
2,340,Bernd_Leno_2,0,26,0,0,0,24,1,1,19,0.0,0,0,0,0,0,0,1.6,16.4,0,90,0,0,18,0,0,0,0,6,0,34,2,209355,0,0,0,1,0,0,6,12975,32881,19906,49,False,0,0,1,1,71
2,341,Bernd_Leno_2,0,15,0,0,0,15,0,1,13,0.0,0,0,0,0,3,0,3.1,31.4,0,90,0,0,7,0,0,0,0,5,0,35,4,263807,0,0,0,3,2,0,2,47006,51276,4270,49,True,0,0,1,1,72
2,355,Bernd_Leno_2,0,26,0,0,0,30,0,3,10,0.0,0,0,0,0,3,0,6.8,68.0,0,90,0,0,11,0,0,0,0,16,0,36,9,246862,0,0,0,0,3,0,4,-10178,2575,12753,49,False,0,0,1,1,73
2,361,Bernd_Leno_2,0,22,0,0,0,15,0,1,17,0.0,0,0,1,0,1,0,3.2,31.6,0,90,0,0,3,0,0,0,0,8,0,37,4,254837,0,0,0,1,1,0,3,6482,11915,5433,49,True,0,0,1,1,74
2,372,Bernd_Leno_2,0,32,0,0,0,15,0,1,22,0.0,0,0,0,0,1,0,2.6,26.0,0,90,0,0,4,0,0,0,0,10,0,38,3,251819,0,0,0,3,1,0,3,-2158,6049,8207,49,False,0,0,1,1,75
3,1,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,0,0,0,0,0,0,1,0,6155,0,0,0,2,0,0,0,0,0,0,55,True,0,0,1,2,76
3,14,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,0,0,0,0,0,2,0,6682,0,0,0,2,3,0,0,-1179,120,1299,55,False,0,0,1,2,77
3,21,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,19,0,0,0,0,0,0,3,0,6226,0,0,0,1,3,0,0,-900,74,974,55,True,0,0,1,2,78
3,33,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,4,0,6016,0,0,0,3,2,0,0,-508,56,564,55,False,0,0,1,2,79
3,46,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,15,0,0,0,0,0,0,5,0,5961,0,0,0,2,1,0,0,-340,64,404,55,False,0,0,1,2,80
3,51,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,0,0,0,0,0,0,6,0,5935,0,0,0,0,2,0,0,-155,42,197,54,True,0,0,1,2,81
3,61,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,18,0,0,0,0,0,0,7,0,5909,0,0,0,0,2,0,0,-139,32,171,54,True,0,0,1,2,82
3,74,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,0,0,0,0,0,0,8,0,5869,0,0,0,5,1,0,0,-94,32,126,54,False,0,0,1,2,83
3,81,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,9,0,5882,0,0,0,1,3,0,0,-97,39,136,54,True,0,0,1,2,84
3,93,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,10,0,5890,0,0,0,2,2,0,0,-41,41,82,54,False,0,0,1,2,85
3,101,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,12,0,0,0,0,0,0,11,0,5900,0,0,0,1,1,0,0,-60,35,95,54,True,0,0,1,2,86
3,111,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,20,0,0,0,0,0,0,12,0,5911,0,0,0,1,1,0,0,-42,46,88,54,True,0,0,1,2,87
3,121,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,13,0,5928,0,0,0,2,1,0,0,-34,42,76,54,False,0,0,1,2,88
3,131,Laurent_Koscielny_3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,17,0,0,0,0,0,0,14,0,5944,0,0,0,2,4,0,0,-22,37,59,54,True,0,0,1,2,89
