name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
Scott_McTominay_303,0,450,0,2,4,152,1,33,377,33.1,1,0,0,11,18,2,38.8,175.4,1,862,1,0,392,0,0,0,0,52,0,744,0,1778432,9,8,5,57,62,180,38,26147,147375,121228,1625,19.0,0,1,532,114,436791
Sead_Kolasinac_8,7,972,9,0,10,382,5,51,755,445.90000000000003,11,1,2,21,29,0,100.99999999999997,323.20000000000005,31,1886,10,12,418,1,1,0,0,126,0,745,0,8184363,28,16,4,47,77,242,81,340252,1001048,660796,1887,19.0,0,5,38,76,10811
Seamus_Coleman_157,2,1195,5,0,12,548,13,104,932,387.30000000000007,18,0,0,22,30,2,117.59999999999998,515.2,22,2558,3,17,404,1,1,0,0,170,0,739,0,3108713,47,13,5,45,55,274,125,-42023,200399,242422,1992,19.0,1,1,304,76,225967
Sean_Longstaff_531,1,294,1,0,1,117,3,18,237,71.8,6,0,0,7,9,1,30.9,130.4,5,686,0,2,368,0,0,0,0,44,0,738,0,84596,6,9,3,41,46,106,26,2030,18724,16694,1620,18.0,0,2,540,108,725382
Sean_Morrison_90,4,739,3,6,5,477,9,282,463,238.99999999999994,6,1,3,32,63,1,149.4,673.4,22,3039,9,0,410,0,3,0,0,154,0,743,0,1012227,9,12,20,51,52,580,97,-9545,66615,76160,1813,19.0,0,6,190,76,129219
Sebastian_Pr?dl_377,0,3,0,0,0,2,0,0,3,0.0,0,0,0,1,0,0,0.0,0.0,0,13,0,0,384,0,0,0,0,0,0,744,0,175784,0,0,0,54,57,0,1,-7294,1343,8637,1609,19.0,0,0,684,76,543647
Serge_Aurier_360,2,268,2,0,0,116,2,27,201,108.39999999999999,7,0,0,17,9,0,30.499999999999996,151.6,6,562,1,7,386,0,0,0,0,31,0,744,0,1395821,13,7,2,49,57,45,24,-33765,18549,52314,2204,19.0,0,1,646,76,519099
Sergio_Ag?ero_280,11,773,6,12,26,740,17,12,657,523.6999999999999,46,0,0,21,15,21,315.4,946.5999999999999,34,2457,26,0,394,0,0,0,0,70,0,742,0,86819497,84,6,44,50,68,1685,201,2004120,5811627,3807507,4352,19.0,7,4,494,152,403579
Sergio_Rico_509,0,797,0,0,8,519,5,33,429,20.3,0,3,1,1,56,0,87.10000000000001,851.4000000000001,2,2610,0,0,402,0,1,0,0,228,0,740,111,718867,0,1,0,48,67,0,86,20352,56651,36299,1677,19.0,0,1,342,38,734255
Sergio_Romero_283,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,392,0,0,0,0,0,0,744,0,141273,0,0,0,57,62,0,0,-2088,1584,3672,1886,19.0,0,0,532,38,407911
Shane_Duffy_49,2,1300,0,1,9,582,7,324,975,84.10000000000002,5,0,3,22,55,5,160.90000000000003,1024.4,7,3087,4,1,414,0,1,0,0,146,1,751,0,13357541,2,16,19,44,51,499,115,560114,1398696,838582,1758,19.0,0,4,114,76,70015
Shane_Long_347,2,308,3,6,5,191,2,24,199,179.19999999999996,3,0,0,26,24,5,84.2,248.6,11,1260,12,1,388,0,0,0,0,39,0,745,0,4215195,30,4,14,48,62,417,66,247196,562553,315357,1806,19.0,1,3,608,152,500327
Shinji_Okazaki_235,1,94,0,1,0,59,0,4,70,28.600000000000005,2,0,0,6,4,0,16.300000000000004,45.6,1,269,3,0,398,0,0,0,0,8,0,741,0,1415308,17,5,1,47,52,90,25,-59216,21922,81138,1993,19.0,0,0,418,152,338599
Shkodran_Mustafi_7,0,1768,0,1,5,475,6,231,1444,105.99999999999999,8,1,0,42,40,2,107.79999999999997,718.6,6,2611,4,1,418,0,2,0,0,118,0,745,0,2810935,11,30,8,47,77,252,80,14435,171700,157265,2055,19.0,0,9,38,76,9367
Simon_Francis_26,2,653,1,0,0,244,4,93,481,173.30000000000004,5,0,1,10,24,0,54.400000000000006,332.4,10,1227,3,11,416,0,0,0,0,65,0,741,0,722472,11,5,3,51,75,39,40,-17599,25487,43086,1660,19.0,0,1,76,76,36803
Simon_Mignolet_237,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,396,0,0,0,0,0,0,741,0,282713,0,0,0,44,67,0,0,-4612,1825,6437,1819,19.0,0,0,456,38,341487
Sofiane_Boufal_341,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,388,0,0,0,0,0,0,745,0,11074,0,0,0,48,62,0,0,-261,66,327,2090,19.0,0,0,608,114,491663
Sokratis_Papastathopoulos_12,2,1386,1,0,4,402,5,152,1239,67.89999999999999,4,0,1,37,33,1,70.4,513.8,5,2198,0,1,418,0,1,0,0,102,0,745,0,2892959,7,17,7,47,77,120,64,-88122,64706,152828,1961,19.0,0,12,38,76,16587
Sol_Bamba_91,1,551,0,1,11,459,7,289,379,51.400000000000006,11,3,0,35,52,4,114.2,787.0000000000001,4,2475,3,0,410,0,2,0,0,176,0,743,0,4446713,17,27,13,51,52,304,95,28331,402193,373862,1717,19.0,1,7,190,76,130663
Solomon_March_58,6,754,8,2,5,342,6,55,535,684.5,50,0,0,29,40,1,156.59999999999997,474.59999999999997,41,2459,6,30,414,0,0,0,0,139,0,751,0,1671542,77,9,20,44,51,405,94,44344,206729,162385,1872,19.0,0,1,114,114,83011
Stefan_Johansen_185,0,250,0,0,0,48,0,8,200,33.0,2,0,0,6,12,0,8.999999999999998,48.8,1,409,0,1,402,0,0,0,0,35,0,740,0,143299,3,1,1,48,67,7,11,-6513,967,7480,1948,19.0,0,4,342,114,266399
Stefano_Okaka_397,0,14,0,1,0,-1,0,0,10,24.7,1,0,0,1,1,0,5.2,3.2,2,22,0,0,384,0,0,0,0,2,0,744,0,131490,2,0,1,54,57,26,1,-1205,5969,7174,1900,19.0,0,1,684,152,572527
Stephan_Lichtsteiner_11,0,479,0,0,0,89,0,35,377,61.10000000000001,4,1,0,11,18,0,20.0,112.99999999999997,3,935,2,1,418,0,0,0,0,41,0,745,0,2245278,15,8,1,47,77,23,14,-90459,28807,119266,1741,19.0,0,3,38,76,15143
Stephen_Ward_71,0,113,0,0,0,44,1,17,85,17.2,2,0,0,2,6,0,8.5,48.4,1,228,0,0,412,0,0,0,0,15,0,741,0,1739728,1,1,0,53,60,19,7,-102873,13325,116198,1806,19.0,0,1,152,76,101783
Steve_Cook_27,1,1502,2,1,6,549,9,275,1189,143.3,3,0,1,18,56,1,116.49999999999997,731.0000000000001,11,2786,1,3,416,1,1,0,0,143,0,741,0,14705340,2,10,7,51,75,292,85,68313,788817,720504,1701,19.0,1,3,76,76,38247
Steve_Mounie_211,4,557,2,7,4,153,5,21,359,251.7,12,0,0,32,38,2,123.90000000000002,226.4,18,1767,15,0,400,0,0,0,0,54,1,741,0,417201,40,6,27,43,55,788,69,-7113,31880,38993,2218,19.0,1,1,380,152,303943
Steven_Davis_337,1,67,1,0,2,39,0,7,63,41.599999999999994,0,0,0,2,4,0,8.2,38.800000000000004,3,97,0,1,388,0,0,0,0,8,0,745,0,144287,0,1,0,48,62,2,9,-6250,2113,8363,1773,19.0,0,0,608,114,485887
Steven_Defour_77,0,252,0,0,0,70,0,16,204,36.60000000000001,1,0,0,1,14,0,9.9,61.4,2,449,0,0,412,0,0,0,0,30,0,741,0,45714,3,4,0,53,60,0,10,-743,1204,1947,2035,19.0,0,0,152,114,110447
Stuart_Armstrong_345,4,614,1,3,3,269,5,22,483,392.40000000000003,17,0,0,19,26,3,107.49999999999999,305.6,29,1421,3,1,388,0,1,0,0,80,0,745,0,734401,32,16,8,48,62,379,75,-4454,79037,83491,1959,19.0,0,2,608,114,497439
Sullay_Kaikai_477,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,406,0,0,0,0,0,0,742,0,361499,0,0,0,55,49,0,0,-4884,10984,15868,1648,19.0,0,0,266,114,688047
Sung-yueng_Ki_324,1,594,2,0,1,197,4,40,508,258.4,5,0,0,11,20,0,46.7,163.2,16,1298,0,5,390,0,0,0,0,93,0,741,0,243298,14,9,4,43,47,45,38,-9295,4373,13668,1801,19.0,0,2,570,114,467115
Tahith_Chong_603,0,15,0,1,0,3,0,1,12,2.1,1,0,0,0,1,0,4.7,6.2,0,37,0,0,123,0,0,0,0,0,0,366,0,4471,1,0,0,14,18,39,2,2728,2993,265,495,6.0,0,0,154,33,238590
Tammy_Abraham_496,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,408,0,0,0,0,0,0,746,0,147798,0,0,0,36,66,0,0,-7348,1391,8739,2055,19.0,0,0,228,152,715483
Terence_Kongolo_198,1,1151,1,2,4,429,4,178,896,138.50000000000003,11,1,0,20,65,1,88.10000000000001,580.9999999999999,9,2716,2,4,400,1,1,0,0,121,0,741,0,503726,12,27,9,43,55,160,60,-4560,21548,26108,1648,19.0,0,4,380,76,285171
Theo_Walcott_164,3,579,3,8,4,292,6,31,416,342.9,30,0,0,10,33,5,145.7,419.99999999999994,21,2108,19,12,404,0,0,0,0,113,0,739,0,9940877,67,12,12,45,55,699,101,-25227,1136263,1161490,2359,19.0,0,1,304,114,236075
Thibaut_Courtois_111,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,408,0,0,0,0,0,0,746,0,1240724,0,0,0,36,66,0,0,-55075,459,55534,2090,19.0,0,0,228,38,159543
Tiemou?_Bakayoko_129,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,408,0,0,0,0,0,0,746,0,190636,0,0,0,36,66,0,0,-11464,382,11846,1863,19.0,0,0,228,114,185535
Tim_Ream_180,0,1057,0,0,4,349,5,110,930,46.3,6,1,1,11,49,0,38.3,331.59999999999997,3,2046,0,0,402,0,0,0,0,110,0,740,0,362951,5,7,1,48,67,3,50,-4764,21960,26724,1617,19.0,0,1,342,76,259179
Timothy_Eyoma_561,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,207,0,0,0,0,0,0,608,0,39067,0,0,0,24,36,0,0,1799,4133,2334,880,13.0,0,0,374,44,462627
Timothy_Fosu-Mensah_511,0,403,0,0,1,119,1,43,330,100.3,10,1,0,7,18,0,26.4,136.4,6,791,0,3,402,1,1,0,0,42,0,740,0,992554,9,5,3,48,67,28,14,-29951,9843,39794,1710,19.0,0,3,342,76,737143
Toby_Alderweireld_353,0,2358,1,0,7,651,12,212,2086,139.1,1,0,0,10,31,0,105.69999999999999,690.2,7,2921,1,2,386,1,0,0,0,194,0,744,0,7877763,1,15,9,49,57,229,107,20060,299969,279909,2264,19.0,0,3,646,76,508991
Tom_Cairney_182,1,1375,4,0,3,389,5,28,1237,586.6999999999999,40,0,1,9,51,1,114.50000000000001,357.99999999999994,41,2188,0,6,402,0,0,0,0,138,0,740,0,1705934,61,15,11,48,67,199,71,-129961,30599,160560,1795,19.0,1,0,342,114,262067
Tom_Cleverley_388,0,224,0,0,2,87,3,13,176,33.400000000000006,2,0,0,8,7,1,17.2,97.39999999999999,1,470,1,1,384,0,0,0,0,37,0,744,0,39143,6,7,2,54,57,40,25,414,3666,3252,1900,19.0,1,2,684,114,559531
Tom_Davies_169,0,504,1,0,0,127,2,26,403,96.19999999999999,14,0,1,21,19,0,32.1,122.6,5,975,1,0,404,0,0,0,0,67,0,739,0,307310,13,8,1,45,55,103,26,-7323,5542,12865,1968,19.0,0,3,304,114,243295
Tom_Heaton_67,0,541,0,0,4,323,4,14,253,20.1,1,2,0,1,27,0,46.60000000000001,442.79999999999995,2,1710,0,0,412,0,0,0,0,162,0,741,63,703514,0,0,1,53,60,4,58,19947,56869,36922,1837,19.0,0,3,152,38,96007
Tom_Ince_203,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,400,0,0,0,0,0,0,741,0,17595,0,0,0,43,55,0,0,-654,78,732,1900,19.0,0,0,380,114,292391
Tomer_Hemed_63,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,414,0,0,0,0,0,0,751,0,192461,0,0,0,44,51,0,0,-9752,1455,11207,1864,19.0,0,0,114,152,90231
Tommy_Smith_194,0,490,0,0,0,141,1,48,367,116.2,3,0,0,10,37,0,31.500000000000004,161.4,7,1141,0,5,400,0,0,0,0,64,1,741,0,138103,5,7,1,43,55,36,9,-3562,1283,4845,1675,19.0,0,2,380,76,279395
Trent_Alexander-Arnold_245,13,1697,10,1,25,753,16,99,1314,837.4000000000001,14,0,1,14,14,1,184.69999999999993,734.4,48,2460,4,34,396,0,0,0,0,171,0,741,0,44133641,25,26,11,44,67,276,185,695040,3306874,2611834,1996,19.0,0,3,456,76,353039
Troy_Deeney_396,5,827,9,8,13,411,5,40,505,549.5000000000001,7,0,0,42,44,9,216.90000000000006,607.4,42,2542,13,2,384,0,0,0,0,91,1,744,0,9242205,50,8,20,54,57,1019,116,76079,1231215,1155136,2249,19.0,2,4,684,152,571083
Tyias_Browning_532,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,366,0,0,0,0,0,0,733,0,146425,0,0,0,40,49,0,0,1127,7273,6146,1400,18.0,0,0,280,70,706475
Tyreke_Johnson_562,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,224,0,0,0,0,0,0,609,0,3593,0,0,0,31,36,0,1,109,416,307,990,12.0,0,0,352,66,463111
Tyrone_Mings_30,0,87,0,0,0,41,0,16,73,16.3,1,0,0,0,4,0,6.8,48.99999999999999,1,141,0,1,416,0,0,0,0,9,0,741,0,285177,1,3,0,51,75,2,5,-7046,2407,9453,1629,19.0,0,0,76,76,42579
V?ctor_Camarasa_504,4,881,4,1,5,398,9,60,664,798.4000000000001,33,0,1,24,53,5,170.2,515.8,49,2569,1,16,410,0,0,0,0,167,0,743,0,3939337,77,9,17,51,52,387,106,194915,603072,408157,1722,19.0,1,6,190,114,727035
Vicente_Guaita_137,0,499,0,0,8,378,7,19,210,0.0,0,0,2,1,23,0,44.800000000000004,448.0,0,1754,0,0,406,0,1,0,0,182,0,742,64,2080521,0,0,0,55,49,0,81,138674,266438,127764,1618,19.0,0,2,266,38,197087
Vicente_Iborra_228,0,147,1,1,0,31,0,8,127,27.799999999999997,0,0,1,6,4,0,7.999999999999999,26.799999999999997,2,224,0,0,398,0,0,0,0,22,0,741,0,102685,4,0,1,47,52,25,9,-2928,1245,4173,1801,19.0,0,0,418,114,328491
Victor_Lindel?f_292,1,1489,3,0,9,527,6,154,1326,75.29999999999998,8,0,2,19,40,1,72.8,532.9999999999999,5,2600,0,0,392,1,0,0,0,145,0,744,0,6859538,3,21,4,57,62,118,85,353786,747014,393228,1864,19.0,0,1,532,76,420907
Victor_Moses_117,0,13,0,0,0,3,0,0,10,12.700000000000001,0,0,0,1,1,0,2.0,1.2,1,26,0,0,408,0,0,0,0,0,0,746,0,3602715,3,0,0,36,66,6,2,-159322,6837,166159,2130,19.0,0,0,228,76,168207
Victor_Wanyama_366,0,328,0,0,2,105,3,18,265,45.0,5,0,0,10,4,1,23.9,113.2,2,511,0,1,386,0,0,0,0,40,0,744,0,104646,7,11,3,49,57,80,24,3662,9838,6176,1865,19.0,1,2,646,114,527763
Viktor_Gyokeres_551,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,253,0,0,0,0,0,0,685,0,119112,0,0,0,34,33,0,0,4548,15300,10752,1215,14.0,0,0,81,108,561141
Vincent_Janssen_614,0,9,0,1,0,4,0,1,7,1.6,1,0,0,2,0,0,6.5,6.2,0,36,1,0,45,0,0,0,0,1,0,181,0,9234,1,1,1,3,5,57,3,3575,5231,1656,225,3.0,0,0,85,20,108870
Vincent_Kompany_263,0,1227,0,0,4,294,6,78,1141,44.2,4,0,0,17,7,1,42.99999999999999,328.99999999999994,1,1220,1,0,394,0,0,0,0,69,0,742,0,2990468,1,9,2,50,68,55,58,-41306,80837,122143,1992,19.0,1,6,494,76,379031
Virgil_van Dijk_246,4,3045,3,1,22,932,20,258,2725,111.09999999999998,9,1,0,12,22,4,156.1,993.6,7,3384,1,0,396,0,1,0,0,194,0,741,0,53764623,4,23,15,44,67,455,208,684443,1851310,1166867,2387,19.0,0,1,456,76,354483
Wayne_Hennessey_135,0,449,0,0,6,311,5,17,211,0.0,0,1,0,0,26,0,35.9,358.7999999999999,0,1575,0,0,406,0,0,0,1,138,0,742,44,9840035,0,0,0,55,49,0,67,9172,528288,519116,1712,19.0,0,0,266,38,194199
Wes_Morgan_215,0,890,0,2,7,365,6,147,721,40.099999999999994,1,0,1,18,28,3,80.5,471.0,3,1924,3,0,398,0,0,0,0,79,2,741,0,2533835,2,12,5,47,52,293,76,5395,158846,153451,1713,19.0,2,1,418,76,309719
Wesley_Hoedt_336,0,622,0,1,3,206,4,110,487,20.000000000000004,4,0,2,15,24,0,34.7,283.6,1,1170,0,0,388,2,0,0,0,82,0,745,0,576736,6,5,5,48,62,41,29,-15153,14013,29166,1637,19.0,0,2,608,76,484443
Wilfred_Ndidi_227,0,1990,2,3,4,571,9,167,1588,342.40000000000003,33,0,2,46,47,2,141.6,726.0,22,3295,2,0,398,0,0,0,0,320,0,741,0,1817120,49,73,34,47,52,346,89,-7133,94944,102077,1867,19.0,0,8,418,114,327047
Wilfried_Zaha_151,11,1004,5,5,13,459,11,9,783,753.3000000000001,106,0,0,44,49,10,270.6,752.8000000000001,55,3037,16,11,406,0,0,0,0,134,1,742,0,35654765,250,10,23,55,49,1200,143,-781555,1668823,2450378,2595,19.0,2,8,266,152,217303
Will_Hughes_392,4,961,4,3,5,320,7,52,738,415.99999999999994,24,0,0,54,39,2,129.59999999999997,429.2,29,2419,0,3,384,0,0,0,0,159,0,744,0,2150894,70,27,10,54,57,451,87,15425,223059,207634,1880,19.0,1,5,684,114,565307
Will_Norris_422,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,380,0,0,0,0,0,0,744,0,4953217,0,0,0,40,53,0,1,-9495,80986,90481,1509,19.0,0,0,760,38,608627
Willian_Borges Da Silva_124,7,1226,10,6,6,475,11,26,1052,1165.5,39,1,0,12,25,3,246.69999999999996,557.6,79,2091,11,12,408,0,0,0,0,106,0,746,0,11609806,63,13,18,36,66,742,108,-284391,522230,806621,2761,19.0,1,2,228,114,178315
Willy_Boly_423,0,1720,3,3,10,635,8,269,1390,146.9,13,0,6,29,43,4,137.69999999999996,954.2000000000002,11,3168,3,0,380,0,0,0,0,215,1,744,0,10273793,19,33,13,40,53,279,120,384288,922340,538052,1750,19.0,0,2,760,76,610071
Willy_Caballero_112,0,54,0,0,0,45,2,2,42,1.0,0,0,0,0,0,0,2.6,24.6,0,180,0,0,408,0,0,0,0,12,0,746,3,299107,0,0,0,36,66,0,13,-6277,7391,13668,1805,19.0,0,0,228,38,160987
Winston_Reid_401,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,382,0,0,0,0,0,0,741,0,38877,0,0,0,47,60,0,0,-564,897,1461,1677,19.0,0,0,722,76,578303
Xherdan_Shaqiri_462,5,640,3,3,4,302,7,12,520,344.7,5,0,0,9,6,6,99.10000000000001,363.6,20,1052,2,8,396,0,0,0,0,65,0,741,0,6265961,29,5,9,44,67,282,88,-277566,338471,616037,2670,19.0,1,2,456,114,666387
Yan_Valery_556,1,406,0,0,0,251,3,78,250,124.69999999999999,24,1,0,27,30,2,60.699999999999996,329.40000000000003,6,1709,2,8,260,0,0,0,0,76,1,654,0,1967604,44,31,0,34,42,157,54,252572,345420,92848,1008,13.0,0,3,400,50,522800
Yannick_Bolasie_165,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,404,0,0,0,0,0,0,739,0,254924,0,0,0,45,55,0,0,-14340,722,15062,2207,19.0,0,0,304,114,237519
Yerry_Mina_506,0,506,0,1,2,176,3,61,426,37.5,0,1,2,13,13,1,29.600000000000005,198.19999999999996,3,891,1,0,404,0,0,0,0,41,0,739,0,1612360,2,7,2,45,55,61,36,-91774,52745,144519,2056,19.0,0,3,304,76,729923
Yohan_Benalouane_218,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,398,0,0,0,0,0,0,741,0,1995185,0,0,0,47,52,0,0,-28178,29259,57437,1487,19.0,0,0,418,76,314051
Yoshinori_Muto_488,0,115,0,2,0,65,1,8,80,66.79999999999998,8,0,1,13,10,1,27.4,71.8,5,514,2,0,390,0,0,0,0,29,0,741,0,146582,20,3,2,43,47,140,24,-5413,5472,10885,2155,19.0,0,1,570,152,703931
Younes_Kaboul_375,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,384,0,0,0,0,0,0,744,0,257728,0,0,0,54,57,0,0,-7987,1700,9687,1613,19.0,0,0,684,76,540759
Youri_Tielemans_591,5,639,5,0,6,267,3,17,540,269.70000000000005,9,0,2,10,14,3,81.8,299.0,16,1087,0,2,138,0,0,0,0,76,0,441,0,985357,19,8,12,18,21,249,63,104955,234624,129669,844,8.0,1,2,154,42,301455
Yves_Bissouma_466,0,720,0,2,0,170,3,61,588,213.0,49,1,1,40,32,0,66.8,253.4,13,1764,2,0,414,0,0,0,0,115,0,751,0,64713,55,13,19,44,51,201,43,-1036,3158,4194,1791,19.0,0,5,114,114,672163
Zech_Medley_546,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,325,0,0,0,0,0,0,709,0,111843,0,0,0,32,63,0,0,1849,7057,5208,1200,15.0,0,0,30,60,619215
Zeze Steven_Sessegnon_541,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,332,0,0,0,0,0,0,712,0,136076,0,0,0,40,51,0,0,3810,11161,7351,1240,16.0,0,0,279,62,635159
