name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,team,position,unique_id
?aglar_S?y?nc?_515,0,61,0,0,0,11,0,10,55,4.6,0,0,1,2,1,0,2.2,17.4,0,90,0,1,107,0,1,0,0,1,0,390,0,28060,1,0,0,16,18,0,2,-11,276,287,582,7.0,0,0,132,24,234762
?lvaro_Morata_134,0,229,0,10,3,119,6,7,177,130.2,7,0,0,19,11,5,86.30000000000001,219.79999999999995,7,936,20,0,408,0,0,0,0,19,0,746,0,4518232,28,4,10,36,66,523,46,-131116,318019,449135,3262,19.0,2,3,228,152,192755
Aaron_Cresswell_402,1,810,1,0,0,257,1,70,659,290.9,5,0,0,2,26,0,72.3,318.2,17,1588,1,11,382,0,0,0,0,83,0,741,0,1595598,12,9,8,47,60,113,34,-76496,19457,95953,1939,19.0,0,1,722,76,579747
Aaron_Lennon_83,1,277,0,1,2,133,3,20,220,121.19999999999999,6,0,0,12,22,1,37.999999999999986,151.59999999999997,7,1214,0,3,412,0,1,0,0,43,0,741,0,1335600,19,13,1,53,60,108,41,-9126,131433,140559,1883,19.0,0,1,152,114,119111
Aaron_Mooy_199,1,1276,4,0,5,411,3,40,1023,725.1999999999998,21,0,0,26,48,3,159.70000000000002,510.79999999999995,43,2326,1,17,400,0,0,0,0,204,0,741,0,3363371,62,29,15,43,55,359,76,-145356,75745,221101,1950,19.0,1,4,380,114,286615
Aaron_Ramsey_14,6,773,2,2,4,298,9,11,633,387.19999999999993,12,0,0,21,13,4,131.00000000000003,418.4,25,1319,4,6,418,0,0,0,0,89,0,745,0,2655400,39,10,9,47,77,502,91,-47741,264728,312469,2756,19.0,1,0,38,114,19475
Aaron_Rowe_607,0,20,0,0,0,-2,0,2,13,1.2,1,0,0,2,1,0,0.0,0.0,0,68,0,0,116,0,1,0,0,3,0,306,0,327,6,0,0,13,19,0,2,43,85,42,405,4.0,0,0,90,27,195588
Aaron_Wan-Bissaka_145,3,1163,3,0,18,672,12,228,850,266.8,56,0,0,23,47,0,127.10000000000001,863.4000000000002,14,3134,2,11,406,0,1,0,0,204,1,742,0,62706682,68,59,4,55,49,139,120,705637,2487610,1781973,1660,19.0,0,4,266,76,208639
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,215,0,0,0,0,0,0,588,0,4183,0,0,0,32,33,0,0,79,510,431,840,11.0,0,0,84,42,442953
Abdelhamid_Sabiri_205,0,8,0,0,0,6,0,1,7,0.5,0,0,0,0,3,0,0.7,4.2,0,48,0,0,400,0,0,0,0,2,0,741,0,126072,0,0,0,43,55,2,2,-2019,4596,6615,1647,19.0,0,0,380,114,295279
Abdoulaye_Doucour?_390,7,1940,8,5,14,550,5,91,1621,544.1000000000001,29,1,4,36,56,5,198.90000000000003,735.6,38,3061,2,2,384,1,0,0,0,258,0,744,0,4383615,68,19,14,54,57,709,124,145423,538456,393033,2248,19.0,0,7,684,114,562419
Aboubakar_Kamara_189,0,223,1,4,2,82,1,6,163,149.5,12,0,0,24,17,3,53.099999999999994,150.0,10,688,7,1,402,0,0,1,0,29,0,740,0,18503838,19,2,11,48,67,244,28,-337675,923261,1260936,1689,19.0,0,2,342,152,272175
Adalberto_Pe?aranda_554,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,254,0,0,0,0,0,0,653,0,18443,0,0,0,36,41,0,0,651,2734,2083,1250,12.0,0,0,450,100,521550
Adam_Lallana_250,1,299,0,0,0,96,3,5,248,139.0,9,0,0,4,3,0,33.800000000000004,85.4,9,460,0,0,396,0,0,0,0,25,0,741,0,1676042,13,6,1,44,67,113,23,-42291,4114,46405,2624,19.0,0,1,456,114,360259
Adam_Masina_386,1,436,2,0,1,165,2,55,353,70.8,8,0,0,17,20,0,30.100000000000005,200.99999999999997,3,1002,1,3,384,0,0,0,0,52,0,744,0,200178,5,9,1,54,57,27,26,8265,20688,12423,1640,19.0,0,5,684,76,556643
Adam_Smith_29,1,872,0,1,1,383,8,93,718,199.79999999999995,20,1,0,18,33,1,68.5,373.99999999999994,11,2067,0,4,416,0,1,0,0,109,1,741,0,1276549,37,24,4,51,75,110,70,-14272,82784,97056,1670,19.0,0,5,76,76,41135
Adama_Diakhaby_471,1,147,1,2,0,38,1,2,112,80.60000000000001,11,0,0,7,16,0,23.4,40.0,5,548,2,2,400,0,0,0,0,23,0,741,0,50379,31,2,2,43,55,115,19,-2069,1680,3749,1754,19.0,0,1,380,114,679383
Adama_Traor?_500,1,268,2,1,2,182,1,12,195,271.30000000000007,69,0,0,15,13,1,75.8,223.39999999999995,17,884,6,15,380,0,0,0,0,54,0,744,0,801319,62,13,7,40,53,265,44,-25880,43197,69077,2000,19.0,1,1,760,114,721259
Addji Keaninkin Marc-Israel_Guehi_624,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0,0,0,6,2,21789
Ademola_Lookman_170,3,253,3,2,0,110,1,10,215,172.09999999999997,22,0,0,8,8,0,51.599999999999994,131.40000000000003,10,600,2,5,404,0,0,0,0,42,0,739,0,255162,37,4,4,45,55,211,34,-7975,12074,20049,1938,19.0,0,0,304,114,244739
Adri?n_San Miguel del Castillo_399,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,382,0,0,0,0,0,0,741,0,787407,0,0,0,47,60,0,0,-13831,4237,18068,1643,19.0,0,0,722,38,575415
Adrian_Mariappa_382,0,881,1,3,2,334,5,156,731,61.900000000000006,1,1,1,19,32,0,54.49999999999999,404.6,5,1924,1,1,384,0,0,0,0,76,0,744,0,864833,8,17,4,54,57,79,57,33056,81636,48580,1610,19.0,0,3,684,76,550867
Adrien Sebastian_Perruchet Silva_231,0,79,0,0,0,16,0,2,68,6.3,1,0,0,0,1,0,2.1,14.200000000000001,0,87,0,0,398,0,0,0,0,5,0,741,0,409441,3,2,0,47,52,0,3,-8852,4086,12938,1817,19.0,0,0,418,114,332823
Ainsley_Maitland-Niles_20,1,450,1,0,3,152,2,34,353,98.9,17,0,2,8,20,1,44.8,224.20000000000002,6,983,1,1,418,0,0,0,0,59,1,745,0,817049,29,11,1,47,77,126,34,-12549,50913,63462,1675,19.0,0,1,38,114,28139
Alberto_Moreno_240,0,106,0,0,0,24,0,1,92,42.0,2,0,0,1,2,0,6.699999999999999,20.0,3,154,0,1,396,0,0,0,0,5,0,741,0,623831,3,1,1,44,67,5,4,-15691,8697,24388,1593,19.0,0,0,456,76,345819
Aleksandar_Mitrovic_480,4,1027,6,16,12,350,5,67,739,499.50000000000006,23,0,0,61,78,11,273.40000000000003,638.8000000000001,32,3280,34,1,402,0,1,0,0,81,0,740,0,36327625,112,7,57,48,67,1593,134,169224,2811333,2642109,2506,19.0,5,7,342,152,692379
Alex_Iwobi_15,8,950,10,2,3,382,4,23,737,596.7,46,1,0,8,32,3,171.1,469.0,40,1961,2,12,418,0,0,0,0,90,0,745,0,3129976,95,12,10,47,77,646,99,24086,319141,295055,2071,19.0,0,0,38,114,20919
Alex_McCarthy_328,0,586,0,0,6,414,4,23,265,0.0,1,1,1,0,44,0,58.6,585.1999999999999,0,2250,0,0,388,0,0,0,0,198,0,745,78,6531290,0,0,0,48,62,0,73,5905,275254,269349,1686,19.0,0,1,608,38,472891
Alex_Oxlade-Chamberlain_248,0,13,0,1,0,7,0,1,10,10.8,1,0,0,0,0,0,4.0,10.2,1,19,0,0,396,0,0,0,0,1,0,741,0,87618,0,1,0,44,67,19,2,-785,1910,2695,2437,19.0,0,0,456,114,357371
Alex_Pritchard_206,0,890,2,0,2,251,7,26,666,497.9000000000001,27,0,0,13,40,2,134.00000000000003,297.40000000000003,32,2079,7,10,400,0,0,0,0,128,0,741,0,173587,81,16,18,43,55,546,69,-1602,12733,14335,1834,19.0,0,2,380,114,296723
Alex_Smithies_89,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,410,0,0,0,0,0,0,743,0,217616,0,0,0,51,52,0,0,-3984,2784,6768,1638,19.0,0,0,190,38,127775
Alexander_S?rloth_153,0,60,1,1,0,32,0,3,38,38.3,2,0,0,4,3,0,11.3,19.2,3,173,0,0,406,0,0,0,0,11,0,742,0,423615,4,0,3,55,49,59,12,-10925,12207,23132,1838,19.0,0,0,266,152,220191
Alexandre Nascimento_Costa Silva_560,0,4,0,0,0,3,0,0,3,10.3,0,0,0,0,0,0,4.8,2.0,1,17,0,0,234,0,0,0,0,0,0,605,0,157588,1,0,0,24,35,36,1,6208,20460,14252,990,10.0,0,0,418,88,462143
Alexandre_Lacazette_22,12,769,6,11,20,560,6,45,573,482.4000000000001,45,0,0,51,31,13,260.59999999999997,808.0000000000001,31,2497,24,5,418,0,0,0,0,72,0,745,0,20698602,83,11,32,47,77,1319,166,497315,2568851,2071536,3603,19.0,9,2,38,152,31027
Alexis_S?nchez_295,5,382,5,1,1,168,2,10,284,297.2,14,0,0,14,10,1,81.1,207.59999999999997,21,869,8,5,392,0,0,0,0,39,0,744,0,3974457,37,10,3,57,62,307,47,-442459,57949,500408,3821,19.0,1,3,532,114,425239
Alfie_Jones_595,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,149,0,0,0,0,0,0,445,0,13071,0,0,0,17,26,0,0,1091,1829,738,560,7.0,0,0,224,28,302239
Alfie_Mawson_487,0,477,0,1,2,174,1,96,394,23.2,0,0,1,6,26,0,31.299999999999997,259.2,2,1130,0,0,402,0,0,0,0,62,0,740,0,279134,2,5,1,48,67,31,19,-11376,4116,15492,1840,19.0,0,2,342,76,702487
Alfie_Whiteman_538,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,318,0,0,0,0,0,0,729,0,288526,0,0,0,40,50,0,0,4296,13716,9420,1320,17.0,0,0,561,33,673002
Alireza_Jahanbakhsh_476,0,276,0,0,0,61,5,14,193,104.0,13,0,0,19,16,0,35.49999999999999,94.39999999999998,5,1014,6,4,414,0,1,0,0,75,0,751,0,1581495,48,8,10,44,51,162,33,-45479,4898,50377,2562,19.0,0,2,114,114,686603
Alisson_Ramses Becker_468,0,1075,0,0,9,771,21,33,864,0.1,2,3,3,0,22,0,67.6,676.9999999999997,0,3420,0,0,396,0,0,0,0,334,0,741,76,49508427,1,1,0,44,67,0,176,325450,1257121,931671,2203,19.0,0,1,456,38,675051
Ander_Herrera_299,3,980,3,1,6,302,5,67,857,234.60000000000005,11,0,1,21,18,2,89.2,399.2,15,1397,0,1,392,0,1,0,0,113,0,744,0,1197320,14,14,9,57,62,257,62,13715,156237,142522,1900,19.0,1,4,532,114,431015
Anders_Lindegaard_485,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,412,0,0,0,0,0,0,741,0,250317,0,0,0,53,60,0,0,-4196,1189,5385,1659,19.0,0,0,152,38,699599
Andr? Filipe_Tavares Gomes_508,2,1206,1,1,2,268,9,42,1022,154.60000000000002,38,0,0,49,28,1,63.1,268.4,6,1977,0,3,404,0,0,0,0,180,0,739,0,394593,66,18,11,45,55,207,64,-11135,26922,38057,2056,19.0,0,7,304,114,732811
Andr?-Frank_Zambo Anguissa_512,0,1041,0,0,0,235,3,67,912,137.0,39,0,0,24,33,0,61.400000000000006,315.79999999999995,7,1512,2,1,402,0,0,0,0,122,1,740,0,246881,52,17,7,48,67,163,37,-4763,11798,16561,1678,19.0,0,1,342,114,738587
Andr?_Sch?rrle_478,0,520,5,1,2,260,2,28,406,310.6,21,0,1,17,43,6,114.00000000000001,361.79999999999995,21,1638,11,10,402,0,0,0,0,82,0,740,0,8114448,61,15,21,48,67,474,75,-245226,455654,700880,2173,19.0,0,2,342,114,689491
Andre_Gray_395,2,236,3,9,10,254,4,6,157,183.9,9,0,0,12,23,7,112.79999999999998,331.79999999999995,14,1352,16,2,384,0,0,0,0,22,0,744,0,2268206,32,1,8,54,57,620,83,216807,444851,228044,2262,19.0,2,2,684,152,569639
Andreas_Christensen_119,0,460,0,0,0,133,3,30,424,8.4,1,0,0,8,7,0,13.600000000000001,120.6,0,615,0,0,408,0,0,0,0,49,0,746,0,1021952,0,2,0,36,66,6,22,-46402,7966,54368,1919,19.0,0,1,228,76,171095
Andreas_Pereira_481,1,347,2,0,2,115,1,19,286,139.5,7,1,0,12,13,1,33.8,132.8,9,590,1,2,392,0,0,0,0,46,0,744,0,640977,21,6,1,57,62,67,27,-14357,39000,53357,1746,19.0,0,5,532,114,693823
Andrew_Robertson_247,12,2400,14,0,29,906,21,82,1995,767.2,29,0,3,19,20,0,183.60000000000002,748.8000000000002,49,3216,1,20,396,0,0,0,0,223,0,741,0,73657494,42,26,8,44,67,318,213,927004,2650621,1723617,2487,19.0,0,4,456,76,355927
Andrew_Surman_35,0,836,1,0,0,206,4,48,726,163.0,3,0,1,7,37,0,39.199999999999996,190.8,10,1438,0,1,416,0,0,0,0,90,0,741,0,400340,6,4,7,51,75,38,36,-15198,11197,26395,1779,19.0,0,2,76,114,49799
Andriy_Yarmolenko_453,1,204,1,1,2,88,1,5,167,84.60000000000001,2,0,2,8,6,2,29.1,86.0,5,456,1,0,382,0,0,0,0,29,0,741,0,1445025,13,1,3,47,60,122,27,-31421,83584,115005,2569,19.0,1,2,722,114,653391
Andros_Townsend_149,5,1027,3,4,8,520,11,59,811,928.4999999999999,58,0,0,10,46,6,229.60000000000002,742.9999999999998,61,3007,9,34,406,0,0,0,0,194,0,742,0,5910770,115,22,26,55,49,622,135,102026,550744,448718,2204,19.0,1,1,266,114,214415
Andy_Carroll_418,0,136,0,3,0,10,0,11,83,51.400000000000006,3,0,0,11,7,0,25.799999999999997,41.800000000000004,4,454,3,0,382,0,0,0,0,14,0,741,0,179633,11,2,7,47,60,169,12,-573,17520,18093,2057,19.0,0,2,722,152,602851
Angel_Gomes_568,0,21,0,0,0,4,0,0,20,2.3,0,0,0,0,1,0,2.5999999999999996,5.2,0,25,0,0,206,0,0,0,0,2,0,573,0,5493,1,0,1,26,29,18,2,383,914,531,1000,11.0,0,0,280,60,423490
Angelo_Ogbonna_403,1,796,1,0,2,314,2,151,666,54.199999999999996,2,0,0,15,36,1,68.5,462.40000000000003,4,1871,0,0,382,0,0,0,0,93,0,741,0,1387714,4,7,7,47,60,168,48,-8293,58782,67075,1613,19.0,0,2,722,76,581191
Angus_Gunn_452,0,288,0,0,4,206,3,11,103,0.0,0,3,0,0,18,0,23.800000000000004,239.20000000000002,0,1080,0,0,388,0,0,0,1,80,0,745,33,778045,1,0,0,48,62,0,47,67307,106630,39323,1647,19.0,0,0,608,38,651947
Anthony_Driscoll-Glennon_615,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,22,0,0,0,0,0,0,111,0,272,0,0,0,4,3,0,0,158,204,46,120,2.0,0,0,12,6,65334
Anthony_Knockaert_55,6,616,6,2,2,293,3,33,477,580.8000000000001,33,0,0,22,41,2,131.4,389.59999999999997,35,1828,3,17,414,0,0,0,0,120,1,751,0,1759456,62,12,8,44,51,345,74,4339,259650,255311,2033,19.0,1,4,114,114,78679
Anthony_Martial_301,4,705,3,5,13,389,5,13,560,503.3,28,0,0,14,25,10,178.9,532.8,36,1613,6,2,392,0,0,0,0,66,0,744,0,12304832,64,8,7,57,62,755,122,107379,1836188,1728809,2774,19.0,2,2,532,114,433903
Anthony_Pilkington_103,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,410,0,0,0,0,0,0,743,0,205304,0,0,0,51,52,0,0,-9690,2577,12267,1675,19.0,0,0,190,114,147991
Antonio_Barreca_588,0,2,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0.0,0.2,0,4,0,0,139,0,0,0,0,0,0,441,0,7575,0,0,0,16,21,0,1,355,1206,851,594,6.0,0,0,210,28,300867
Antonio_R?diger_118,2,2536,2,3,9,609,12,133,2321,143.6,4,0,0,28,35,1,98.49999999999997,566.8,8,2871,1,0,408,0,0,0,0,208,0,746,0,8711672,9,12,14,36,66,273,116,-10189,411834,422023,2265,19.0,0,7,228,76,169651
Antonio_Valencia_288,0,270,0,0,1,92,2,11,227,111.2,3,0,0,7,5,0,17.9,61.400000000000006,7,466,0,5,392,0,0,0,0,32,0,744,0,1567143,4,4,2,57,62,6,17,-33910,27410,61320,2442,19.0,0,2,532,76,415131
Arijanet_Muric_529,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,383,0,0,0,0,0,0,739,0,50167,0,0,0,47,62,0,0,59,1747,1688,1620,18.0,0,0,468,36,722790
Aron_Gunnarsson_102,1,746,2,2,3,290,6,104,536,217.5,10,0,1,26,40,1,78.90000000000002,370.6,16,2266,0,2,410,0,0,0,0,172,0,743,0,1598892,12,15,13,51,52,201,65,-34737,90168,124905,1675,19.0,0,5,190,114,146547
Arthur_Masuaku_410,2,877,0,0,0,311,4,99,730,212.0,35,0,0,16,29,0,70.30000000000001,434.4,14,1757,0,4,382,0,0,0,0,147,0,741,0,4225607,41,14,2,47,60,55,49,-39253,218911,258164,1650,19.0,0,2,722,114,591299
Artur_Boruc_25,0,285,0,0,4,218,4,6,163,0.0,0,0,0,0,18,0,30.300000000000004,302.0,0,1080,0,0,416,0,0,0,0,97,0,741,39,16207025,0,0,0,51,75,0,46,110309,418367,308058,1525,19.0,0,2,76,38,35359
Ashley Darel Jazz_Richards_96,0,26,0,0,0,15,0,8,18,1.6,0,0,0,0,4,0,1.8,14.799999999999999,0,129,0,0,410,0,0,0,0,4,0,743,0,1453398,1,0,0,51,52,0,2,-23169,30724,53893,1486,19.0,0,0,190,76,137883
Ashley_Barnes_85,3,517,6,12,13,394,7,33,307,309.9,6,0,0,53,41,12,192.9,581.1999999999999,22,2378,22,1,412,1,0,0,0,78,0,741,0,3064058,46,11,21,53,60,1042,122,66090,408046,341956,2159,19.0,2,8,152,152,121999
Ashley_Westwood_80,8,1418,9,2,10,518,7,95,1085,643.1,8,0,2,30,55,2,152.29999999999998,623.0,41,2821,1,16,412,0,0,0,0,238,0,741,0,5060333,21,18,5,53,60,253,111,141538,476909,335371,1723,19.0,1,5,152,114,114779
Ashley_Williams_159,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,404,0,0,0,0,0,0,739,0,126776,0,0,0,45,55,0,0,-5096,194,5290,1710,19.0,0,0,304,76,228855
Ashley_Young_293,3,1377,6,0,4,450,4,120,1072,650.5,16,0,0,37,44,2,133.0,554.4,39,2568,4,16,392,0,0,0,0,167,1,744,0,3684291,36,21,5,57,62,124,73,1156,214513,213357,2180,19.0,0,8,532,76,422351
Asmir_Begovic_24,0,532,0,0,4,363,5,17,325,0.0,0,5,2,0,47,0,44.2,440.6,0,2160,0,0,416,0,0,0,0,190,0,741,59,8437712,0,0,0,51,75,0,63,-106683,169416,276099,1680,19.0,0,0,76,38,33915
Aymeric_Laporte_268,3,3000,1,3,16,768,18,144,2771,239.30000000000004,3,0,2,21,21,3,131.2,790.0,13,3056,2,1,394,0,0,0,0,183,0,742,0,24902537,5,13,16,50,68,278,177,1074808,2514037,1439229,2242,19.0,2,3,494,76,386251
Ayoze_P?rez_326,2,780,5,6,19,541,11,72,595,585.6,45,0,1,46,35,12,232.10000000000002,783.6,46,2916,9,3,390,0,0,0,0,169,0,741,0,3305648,108,11,17,43,47,954,141,44236,294716,250480,2338,19.0,4,2,570,152,470003
Bakary_Sako_148,0,10,0,0,0,10,0,0,8,0.5,0,0,0,1,2,0,0.30000000000000004,3.0,0,26,1,0,406,0,0,0,0,5,0,742,0,38618,3,1,0,55,49,0,4,-900,1330,2230,1885,19.0,0,0,266,114,212971
Bamidele_Alli_365,4,1030,6,2,8,356,8,39,824,436.6,28,0,0,23,21,5,158.49999999999994,467.19999999999993,27,1822,3,2,386,0,0,0,0,123,0,744,0,7239773,56,12,13,49,57,681,94,-141731,512586,654317,3383,19.0,1,4,646,114,526319
Barry_Douglas_424,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,380,0,0,0,0,0,0,744,0,51865,0,0,0,40,53,0,0,-2644,100,2744,1900,19.0,0,0,760,76,611515
Ben_Davies_356,0,1084,3,0,5,361,6,95,899,256.60000000000014,5,0,2,18,26,0,82.3,388.20000000000016,15,1837,0,8,386,0,0,0,0,94,0,744,0,5791148,22,17,6,49,57,176,66,-338042,110603,448645,2148,19.0,0,2,646,76,513323
Ben_Foster_445,0,1152,0,0,11,703,7,46,525,50.0,0,2,1,2,59,0,104.1,988.0,5,3420,0,0,384,0,2,0,1,372,0,744,128,12518660,0,2,1,54,57,1,129,395889,808229,412340,1723,19.0,0,1,684,38,641839
Ben_Gibson_491,0,33,0,0,0,17,0,3,22,0.4,0,0,0,2,3,1,7.6,42.4,0,62,0,0,412,0,0,0,0,3,0,741,0,272167,0,1,0,53,60,33,6,-14570,2326,16896,1833,19.0,0,1,152,76,708263
Ben_Hamer_190,0,191,0,0,0,98,0,5,86,0.0,0,2,0,0,21,0,15.7,158.0,0,552,0,0,400,0,0,0,0,56,0,741,24,15641568,0,0,0,43,55,0,9,97878,550074,452196,1512,19.0,0,0,380,38,273619
Ben_Johnson_605,0,14,0,0,0,6,0,4,11,0.4,0,0,0,0,1,0,0.8,7.8,0,62,0,0,133,0,0,0,0,1,0,363,0,13020,2,0,0,13,19,0,2,1201,2188,987,440,5.0,0,0,209,22,238832
Ben_Mee_70,2,1505,3,1,5,572,8,331,1124,113.80000000000001,6,1,3,27,68,0,123.89999999999999,885.4000000000001,8,3420,0,2,412,2,1,0,0,250,0,741,0,5214400,6,14,16,53,60,238,81,-166442,112437,278879,1801,19.0,0,9,152,76,100339
Ben_White_559,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,220,0,0,0,0,0,0,631,0,6815,0,0,0,29,26,0,0,152,681,529,920,12.0,0,0,69,46,482632
Ben_Wilmot_544,0,9,0,0,0,8,0,2,6,0.3,0,0,0,0,2,0,0.8,7.2,0,26,0,0,327,0,0,0,0,3,0,708,0,166438,0,0,0,42,46,0,1,1916,13443,11527,1200,14.0,0,0,540,60,617415
Beni_Baningime_174,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,404,0,0,0,0,0,0,739,0,116533,0,0,0,45,55,0,0,-1487,3679,5166,1648,19.0,0,0,304,114,250515
Benjamin_Chilwell_219,5,1691,2,1,8,578,10,173,1225,674.6,47,0,0,32,43,0,170.00000000000003,721.0,45,3240,2,21,398,0,0,0,0,184,0,741,0,5121522,83,18,9,47,52,298,118,123120,478363,355243,1920,19.0,0,4,418,76,315495
Benjamin_Mendy_267,6,651,4,0,6,262,4,30,574,222.70000000000002,8,0,0,12,6,0,54.20000000000001,250.79999999999998,12,900,0,11,394,0,0,0,0,66,0,742,0,25141769,20,8,2,50,68,70,59,-460646,1948517,2409163,2353,19.0,0,1,494,76,384807
Beram_Kayal_57,1,268,2,0,0,136,4,48,191,59.300000000000004,11,0,0,18,17,1,33.6,224.0,4,935,0,1,414,0,1,0,0,56,0,751,0,1043508,20,10,3,44,51,53,36,7066,89432,82366,1676,19.0,1,4,114,114,81567
Bernard_An?cio Caldeira Duarte_507,4,807,3,4,5,319,13,41,611,589.5999999999999,36,0,1,17,19,1,133.3,366.0,41,2108,2,13,404,0,0,0,0,180,0,739,0,531881,81,19,9,45,55,377,88,-4809,57117,61926,2246,19.0,0,5,304,114,731367
Bernardo Mota_Veiga de Carvalho e Silva_276,8,1707,11,7,17,649,15,53,1469,1026.3,46,0,1,31,22,7,289.6,796.4000000000001,71,2849,2,10,394,0,0,0,0,163,0,742,0,18878337,73,30,14,50,68,1069,154,506495,2354973,1848478,2872,19.0,2,3,494,114,397803
Bernardo_Fernandes da Silva Junior_440,1,787,0,0,0,290,2,109,573,172.60000000000002,14,0,0,17,29,0,70.0,444.20000000000005,10,1749,2,7,414,0,0,0,0,122,0,751,0,279680,20,26,3,44,51,83,39,-2845,15637,18482,1609,19.0,0,4,114,76,634619
Bernd_Leno_2,0,922,0,0,5,568,6,34,638,0.0,0,4,1,0,42,0,80.49999999999999,807.1999999999999,0,2832,0,0,418,0,0,0,0,297,0,745,105,5328356,1,0,0,47,77,0,106,133639,384003,250364,1836,19.0,0,0,38,38,2147
Bobby_Reid_110,3,311,1,1,9,276,4,15,222,224.40000000000003,16,0,0,5,30,5,90.99999999999999,296.59999999999997,16,1413,11,2,410,0,0,0,0,61,0,743,0,1691607,40,6,10,51,52,392,80,17123,186922,169799,1992,19.0,1,0,190,152,158099
Bonatini Lohner Maia_Bonatini_438,1,56,0,2,0,19,0,0,44,30.900000000000002,1,0,0,0,0,0,13.6,24.6,2,130,0,0,380,0,0,0,0,11,0,744,0,1055763,6,1,6,40,53,90,10,-35930,35252,71182,1789,19.0,0,0,760,152,631731
Brahim_Diaz_278,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,394,0,0,0,0,0,0,742,0,99979,0,0,0,50,68,0,0,-2258,1481,3739,1803,19.0,0,0,494,114,400691
Brian_Murphy_537,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,383,0,0,0,0,0,0,737,0,395130,0,0,0,51,50,0,0,5245,16411,11166,1400,18.0,0,0,175,35,712600
Bright_Enobakhare_436,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,380,0,0,0,0,0,0,744,0,320147,0,0,0,40,53,0,0,-10003,6865,16868,1646,19.0,0,0,760,114,628843
Bruno_Ecuele Manga_92,1,965,0,0,4,581,10,275,628,105.49999999999999,10,1,2,15,67,0,100.40000000000002,722.0,6,3375,1,2,410,0,2,0,0,270,0,743,0,565491,16,20,2,51,52,172,97,25119,60578,35459,1685,19.0,0,0,190,76,132107
Bruno_Saltor Grau_50,1,512,1,0,7,229,4,38,422,101.99999999999999,4,1,0,4,17,0,29.800000000000004,181.60000000000002,6,1131,3,5,414,0,0,0,0,67,0,751,0,848574,4,12,1,44,51,14,46,-2835,51468,54303,1675,19.0,0,2,114,76,71459
Bukayo_Saka_563,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,7,0,0,216,0,0,0,0,0,0,592,0,13357,0,0,0,19,45,0,1,327,1274,947,945,10.0,0,0,21,63,442512
C?dric_Soares_332,2,595,2,0,7,273,4,78,433,226.49999999999997,7,2,0,9,31,1,63.9,309.0,12,1493,1,14,388,0,0,0,0,86,0,745,0,8629238,16,14,3,48,62,103,52,-301040,225589,526629,1638,19.0,0,4,608,76,478667
C?sar_Azpilicueta_113,6,2479,5,0,11,822,16,139,2161,525.1000000000001,9,0,3,39,39,1,163.19999999999996,815.0000000000001,27,3402,2,21,408,0,1,0,0,200,0,746,0,23196181,21,33,5,36,66,286,158,-250769,511761,762530,2414,19.0,0,4,228,76,162431
