    ID,    Web Name,    Player ID,    Full Name,    Team,    News,    Position,    Current Price,    Value Season,    Cost Change from Start,    Percentage selected by,    Transfers In,    Transfers Out,    Total Points,    Points Per Game,    Minutes,    Goals Scored,    Assists,    Clean Sheets,    Goals Conceded,    Own Goals,    Penalties Saved,    Penalties Missed,    Yellow Cards,    Red Cards,    Saves,    Bonus Points,    Bonus Point System Score,    Influence,    Creativity,    Threat,        ICT Index,    EA Index,
                504,        Scott,        181911,        Kyle Scott,        8,        ,        3,        43,        0.0,        -2,        0.1,        6902,        6900,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                509,        Boga,        135365,        Jeremie Boga,        8,        Season-long loan to Birmingham,        3,        60,        0.2,        0,        0.0,        549,        998,        1,        1.0,        17,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0.0,        1.0,        0.0,        0.0,        0,    
                543,        Zappacosta,        105700,        Davide Zappacosta,        8,        ,        2,        59,        9.8,        -1,        0.2,        54480,        50899,        58,        2.6,        1087,        1,        1,        5,        15,        0,        0,        0,        0,        0,        0,        1,        226,        255.2,        245.3,        329.0,        82.6,        0,    
                558,        Ampadu,        199598,        Ethan Ampadu,        8,        Ankle injury - Unknown return date,        3,        45,        0.2,        0,        0.0,        836,        737,        1,        1.0,        10,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        6,        7.4,        0.0,        0.0,        0.7,        0,    
                583,        Hudson-Odoi,        209046,        Callum Hudson-Odoi,        8,        ,        3,        45,        0.4,        0,        0.0,        582,        435,        2,        1.0,        27,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        11,        8.8,        1.7,        27.0,        3.8,        0,    
                600,        Sterling,        199583,        Dujon Sterling,        8,        ,        2,        45,        0.0,        0,        0.0,        1178,        795,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                614,        Emerson,        109533,        Emerson Palmieri dos Santos,        8,        ,        2,        52,        2.7,        -3,        0.1,        8365,        5242,        14,        2.8,        278,        0,        1,        1,        4,        0,        0,        0,        0,        0,        0,        0,        68,        61.8,        28.7,        48.0,        13.8,        0,    
                632,        Chalobah,        180736,        Trevoh Chalobah,        8,        ,        2,        40,        0.0,        0,        0.0,        1453,        680,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                108,        Loftus-Cheek,        126187,        Ruben Loftus-Cheek,        31,        ,        3,        44,        17.5,        -1,        3.5,        541495,        916533,        77,        3.2,        1871,        2,        5,        6,        30,        0,        0,        0,        1,        0,        0,        2,        337,        379.2,        377.0,        487.0,        124.5,        0,    
                115,        Hennessey,        20066,        Wayne Hennessey,        31,        ,        1,        44,        22.5,        -1,        3.1,        229926,        141399,        99,        3.7,        2430,        0,        0,        7,        41,        0,        0,        0,        1,        0,        91,        11,        506,        603.8,        10.0,        0.0,        61.4,        0,    
                116,        Speroni,        11554,        Julian Speroni,        31,        ,        1,        40,        9.0,        0,        2.9,        295029,        238874,        36,        3.3,        990,        0,        0,        2,        14,        0,        0,        0,        0,        0,        30,        3,        175,        213.6,        0.0,        0.0,        21.3,        0,    
                117,        Tomkins,        49413,        James Tomkins,        31,        ,        2,        44,        22.5,        -1,        4.4,        374009,        195084,        99,        3.5,        2386,        3,        0,        9,        32,        0,        0,        0,        8,        0,        0,        9,        512,        712.6,        22.4,        309.0,        104.7,        0,    
                118,        Dann,        19188,        Scott Dann,        31,        Knee injury - Unknown return date,        2,        46,        7.0,        -4,        0.3,        39567,        88280,        32,        1.9,        1434,        1,        0,        1,        26,        0,        0,        0,        4,        0,        0,        0,        211,        342.2,        62.3,        268.0,        67.0,        0,    
                119,        Ward,        55494,        Joel Ward,        31,        Knock - 75% chance of playing,        2,        47,        8.7,        -3,        0.2,        11680,        32636,        41,        2.2,        1613,        0,        1,        4,        25,        1,        0,        0,        4,        0,        0,        0,        276,        340.6,        163.5,        58.0,        56.3,        0,    
                120,        Kelly,        58786,        Martin Kelly,        31,        ,        2,        41,        8.3,        -4,        0.6,        94855,        78685,        34,        2.3,        1193,        0,        0,        4,        21,        1,        0,        0,        1,        0,        0,        1,        185,        222.6,        25.7,        84.0,        33.3,        0,    
                121,        Delaney,        7906,        Damien Delaney,        31,        ,        2,        42,        0.2,        -3,        0.2,        4854,        25091,        1,        0.5,        95,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        19,        40.0,        0.3,        0.0,        4.0,        0,    
                122,        Souaré,        79228,        Pape Souaré,        31,        ,        2,        45,        0.2,        0,        0.0,        1663,        1671,        1,        1.0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0.2,        1.1,        0.0,        0.1,        0,    
                123,        Schlupp,        86417,        Jeffrey Schlupp,        31,        ,        2,        47,        10.6,        -3,        0.2,        29404,        38510,        50,        2.1,        1742,        0,        2,        3,        30,        0,        0,        0,        3,        0,        0,        0,        281,        339.6,        189.7,        155.0,        68.6,        0,    
                124,        van Aanholt,        74230,        Patrick van Aanholt,        31,        ,        2,        52,        18.3,        -3,        3.1,        185165,        203354,        95,        3.4,        2182,        5,        1,        6,        38,        0,        0,        0,        7,        0,        0,        7,        448,        537.0,        303.8,        319.0,        116.3,        0,    
                125,        Puncheon,        19197,        Jason Puncheon,        31,        Lack of match fitness - 75% chance of playing,        3,        44,        2.5,        -6,        0.3,        12938,        66619,        11,        1.1,        574,        0,        0,        0,        14,        0,        0,        0,        5,        0,        0,        0,        38,        46.4,        93.9,        112.0,        25.1,        0,    
                126,        Zaha,        82403,        Wilfried Zaha,        31,        ,        3,        71,        19.2,        1,        10.6,        1081802,        1596184,        136,        4.7,        2549,        9,        7,        10,        31,        0,        0,        0,        5,        0,        0,        8,        404,        668.0,        716.9,        1125.0,        251.0,        0,    
                127,        McArthur,        50471,        James McArthur,        31,        ,        3,        44,        23.0,        -1,        4.7,        423066,        388652,        101,        3.1,        2425,        5,        2,        7,        35,        0,        0,        0,        5,        0,        0,        9,        416,        490.6,        333.0,        566.0,        138.9,        0,    
                128,        Lee Chung-yong,        75773,        Chung-yong Lee,        31,        ,        3,        42,        1.9,        -3,        0.3,        50264,        46981,        8,        1.1,        131,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        23,        4.4,        32.0,        10.0,        4.6,        0,    
                129,        Cabaye,        27341,        Yohan Cabaye,        31,        ,        3,        53,        13.8,        -2,        0.2,        20201,        35186,        73,        2.4,        2374,        0,        4,        8,        36,        0,        0,        0,        7,        0,        0,        3,        415,        431.2,        754.0,        348.0,        153.5,        0,    
                130,        Sako,        44343,        Bakary Sako,        31,        Ankle injury - Unknown return date,        3,        48,        7.5,        -2,        0.1,        20378,        21948,        36,        2.3,        466,        3,        0,        1,        10,        0,        0,        0,        0,        0,        0,        1,        115,        143.2,        103.1,        227.0,        46.9,        0,    
                131,        Townsend,        60252,        Andros Townsend,        31,        ,        3,        56,        21.6,        -4,        1.4,        155725,        208062,        121,        3.4,        3120,        2,        9,        9,        48,        0,        0,        0,        3,        0,        0,        7,        552,        626.0,        1012.1,        587.0,        222.8,        0,    
                132,        Milivojevic,        66975,        Luka Milivojevic,        31,        ,        3,        52,        27.7,        2,        13.5,        1150971,        437158,        144,        4.0,        3079,        10,        2,        8,        52,        0,        0,        1,        8,        0,        0,        21,        630,        873.8,        379.0,        432.0,        168.6,        0,    
                133,        Wickham,        59125,        Connor Wickham,        31,        Groin Injury - Unknown return date,        4,        54,        0.0,        -1,        0.0,        1221,        2233,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                134,        Benteke,        54861,        Christian Benteke,        31,        ,        4,        75,        11.2,        -5,        2.5,        199121,        528298,        84,        2.7,        2234,        3,        7,        6,        36,        0,        0,        1,        6,        0,        0,        5,        174,        325.2,        406.7,        845.0,        157.5,        0,    
                221,        Sakho,        40784,        Mamadou Sakho,        31,        ,        2,        46,        17.6,        -4,        1.0,        189872,        147501,        81,        4.3,        1597,        1,        2,        6,        23,        0,        0,        0,        1,        0,        0,        18,        405,        426.2,        30.7,        77.0,        53.6,        0,    
                269,        Fosu-Mensah,        201084,        Timothy Fosu-Mensah,        31,        ,        2,        44,        8.9,        -1,        1.0,        70806,        109449,        39,        1.9,        1592,        0,        0,        2,        29,        0,        0,        0,        2,        0,        0,        3,        279,        326.6,        103.7,        43.0,        47.4,        0,    
                482,        Riedewald,        173954,        Jairo Riedewald,        31,        ,        2,        46,        5.0,        -4,        0.1,        1648,        16791,        23,        1.9,        435,        0,        0,        2,        6,        0,        0,        0,        0,        0,        0,        0,        100,        74.4,        21.5,        12.0,        10.6,        0,    
                491,        Lokilo,        218112,        Jason Lokilo,        31,        ,        3,        43,        0.0,        -2,        0.1,        14312,        16358,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                505,        Ladapo,        94926,        Olayinka Fredrick Oladotun Ladapo,        31,        Transferred to Southend,        4,        45,        0.2,        0,        1.0,        208610,        162768,        1,        1.0,        16,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        3,        0.4,        1.1,        0.0,        0.2,        0,    
                515,        Kaikai,        138009,        Sullay Kaikai,        31,        Season-long loan to Charlton,        3,        43,        0.2,        -2,        0.1,        13274,        12189,        1,        1.0,        13,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        5.2,        0.3,        0.0,        0.6,        0,    
                528,        Anderson,        204216,        Keshi Anderson,        31,        Transferred to Swindon Town,        4,        45,        0.0,        0,        0.3,        59883,        52610,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                544,        Lumeka,        221245,        Levi Lumeka,        31,        ,        3,        44,        0.2,        -1,        0.0,        840,        754,        1,        1.0,        25,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        4.2,        0.5,        18.0,        2.3,        0,    
                552,        Mutch,        49438,        Jordon Mutch,        31,        One-year loan to Vancouver Whitecaps,        3,        45,        0.0,        0,        0.0,        701,        680,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                555,        Henry,        199806,        Dion Henry,        31,        ,        1,        40,        0.0,        0,        0.1,        7535,        3817,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                579,        Wan-Bissaka,        214590,        Aaron Wan-Bissaka,        31,        ,        3,        45,        3.3,        0,        0.0,        1066,        664,        15,        2.1,        627,        0,        0,        2,        10,        0,        0,        0,        1,        0,        0,        0,        116,        207.2,        60.0,        2.0,        26.8,        0,    
                605,        Jach,        185478,        Jaroslaw Jach,        31,        ,        2,        42,        0.0,        -3,        0.0,        383,        296,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                606,        Rakip,        163776,        Erdal Rakip,        31,        ,        3,        48,        0.0,        -2,        0.0,        230,        189,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                620,        Sørloth,        143877,        Alexander Sørloth,        31,        ,        4,        54,        1.5,        -1,        0.1,        15424,        11698,        8,        2.0,        360,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,        0,        25,        48.6,        74.0,        102.0,        22.5,        0,    
                630,        Kirby,        209043,        Nya Kirby,        31,        ,        3,        45,        0.0,        0,        0.0,        83,        53,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                633,        Cavalieri,        51917,        Diego Cavalieri,        31,        ,        1,        40,        0.0,        0,        0.0,        1126,        431,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                638,        Daly,        432705,        James Daly,        31,        ,        4,        45,        0.0,        0,        0.1,        6213,        2811,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                15,        Walcott,        20467,        Theo Walcott,        11,        ,        3,        66,        9.4,        -9,        2.1,        606058,        640298,        62,        3.1,        1214,        3,        3,        4,        17,        0,        0,        0,        2,        0,        0,        3,        226,        316.6,        234.9,        406.0,        95.9,        0,    
                135,        Pickford,        111234,        Jordan Pickford,        11,        ,        1,        49,        29.6,        -1,        8.3,        478694,        562219,        145,        3.8,        3420,        0,        0,        10,        58,        0,        1,        0,        0,        0,        121,        16,        724,        873.6,        30.1,        4.0,        90.7,        0,    
                136,        Robles,        78315,        Joel Robles,        11,        ,        1,        42,        0.0,        -3,        0.2,        2067,        9648,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                137,        Stekelenburg,        10318,        Maarten Stekelenburg,        11,        Groin Injury - Unknown return date,        1,        42,        0.0,        -3,        0.3,        2763,        23309,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                138,        Baines,        12745,        Leighton Baines,        11,        ,        2,        57,        14.4,        -3,        4.0,        175183,        496323,        82,        3.7,        1909,        2,        3,        5,        34,        0,        0,        0,        1,        0,        0,        10,        381,        407.4,        373.5,        102.0,        88.2,        0,    
                139,        Coleman,        59949,        Seamus Coleman,        11,        ,        2,        64,        6.1,        -1,        0.5,        36888,        33289,        39,        3.3,        1035,        0,        1,        4,        12,        0,        0,        0,        0,        0,        0,        0,        198,        227.6,        113.7,        69.0,        41.2,        0,    
                140,        Jagielka,        7645,        Phil Jagielka,        11,        ,        2,        47,        12.8,        -3,        2.7,        131786,        363271,        60,        2.4,        2063,        0,        0,        6,        39,        0,        0,        0,        2,        0,        0,        5,        415,        529.2,        24.1,        108.0,        66.2,        0,    
                141,        Pennington,        114093,        Matthew Pennington,        11,        Season-long loan to Leeds United,        2,        40,        0.0,        0,        0.1,        1510,        5229,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                142,        Funes Mori,        121221,        Ramiro Funes Mori,        11,        ,        2,        49,        0.6,        -1,        0.0,        1030,        1452,        3,        0.8,        119,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        14,        29.2,        0.9,        6.0,        3.6,        0,    
                143,        Williams,        19159,        Ashley Williams,        11,        ,        2,        52,        10.8,        -3,        2.1,        142108,        295389,        56,        2.3,        1830,        1,        0,        5,        31,        0,        0,        0,        3,        1,        0,        3,        332,        518.0,        39.0,        132.0,        68.9,        0,    
                144,        Holgate,        194164,        Mason Holgate,        11,        Ankle injury - 75% chance of playing,        2,        40,        9.3,        -5,        1.0,        202229,        222151,        37,        2.5,        1183,        0,        0,        4,        14,        0,        0,        0,        3,        0,        0,        0,        214,        285.8,        93.9,        105.0,        48.5,        0,    
                145,        Kenny,        153673,        Jonjoe Kenny,        11,        ,        2,        39,        12.8,        -6,        2.1,        511498,        411676,        50,        2.6,        1589,        0,        2,        5,        31,        0,        0,        0,        2,        0,        0,        2,        309,        362.4,        184.5,        47.0,        59.5,        0,    
                146,        Keane,        106611,        Michael Keane,        11,        ,        2,        53,        15.3,        -2,        5.1,        195609,        583740,        81,        2.7,        2559,        0,        1,        7,        46,        0,        0,        0,        3,        0,        0,        11,        513,        703.4,        58.4,        124.0,        88.7,        0,    
                147,        Bolasie,        55452,        Yannick Bolasie,        11,        ,        3,        64,        5.5,        -1,        0.2,        19075,        18921,        35,        2.2,        848,        1,        1,        3,        14,        0,        0,        0,        0,        0,        0,        0,        80,        98.6,        109.0,        204.0,        40.8,        0,    
                148,        Mirallas,        26901,        Kevin Mirallas,        11,        Season-long loan to Olympiakos,        3,        60,        0.8,        -5,        0.8,        8931,        118144,        5,        1.0,        135,        0,        0,        0,        8,        0,        0,        0,        1,        0,        0,        0,        19,        16.4,        20.2,        42.0,        7.9,        0,    
                150,        McCarthy,        50472,        James McCarthy,        11,        Leg injury - Unknown return date,        3,        49,        1.2,        -1,        0.0,        804,        2384,        6,        1.5,        204,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        41,        33.8,        19.3,        4.0,        5.8,        0,    
                152,        Besic,        87447,        Muhamed Besic,        11,        Season-long loan to Middlesbrough,        3,        42,        0.5,        -3,        0.1,        11749,        15674,        2,        1.0,        46,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        10,        18.2,        11.5,        0.0,        3.0,        0,    
                154,        Schneiderlin,        42774,        Morgan Schneiderlin,        11,        ,        3,        47,        11.1,        -3,        0.5,        23053,        59501,        52,        1.7,        2124,        0,        0,        6,        38,        0,        0,        0,        4,        1,        0,        1,        344,        361.2,        159.2,        52.0,        57.2,        0,    
                155,        Gueye,        80801,        Idrissa Gueye,        11,        ,        3,        48,        18.1,        -2,        0.9,        43461,        70280,        87,        2.6,        2749,        2,        2,        9,        45,        0,        0,        0,        6,        1,        0,        7,        552,        577.0,        303.6,        166.0,        104.6,        0,    
                156,        Davies,        173807,        Tom Davies,        11,        ,        3,        51,        12.9,        -4,        0.4,        42268,        73039,        66,        2.0,        1892,        2,        2,        6,        24,        0,        0,        0,        7,        0,        0,        3,        223,        242.8,        207.2,        218.0,        65.8,        0,    
                157,        Lookman,        219352,        Ademola Lookman,        11,        Season-long loan to RB Leipzig,        3,        51,        2.0,        -4,        0.1,        2254,        9434,        10,        1.4,        153,        0,        1,        0,        6,        0,        0,        0,        0,        0,        0,        0,        30,        12.0,        20.5,        43.0,        7.5,        0,    
                158,        Klaassen,        109065,        Davy Klaassen,        11,        ,        3,        69,        1.0,        -6,        0.4,        6310,        83628,        7,        1.0,        248,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        18,        23.0,        33.7,        28.0,        8.3,        0,    
                159,        Calvert-Lewin,        177815,        Dominic Calvert-Lewin,        11,        Back injury - Unknown return date,        4,        49,        18.0,        -1,        3.5,        1297077,        1203014,        88,        2.8,        1871,        4,        8,        6,        28,        0,        0,        0,        4,        0,        0,        3,        255,        354.0,        322.6,        630.0,        130.2,        0,    
                160,        Sandro,        108438,        Sandro Ramírez,        11,        Season-long to loan to Sevilla,        4,        70,        1.4,        -5,        0.4,        7759,        74983,        10,        1.3,        275,        0,        0,        1,        7,        0,        0,        0,        0,        0,        0,        0,        21,        8.8,        28.3,        67.0,        9.8,        0,    
                161,        Rooney,        13017,        Wayne Rooney,        11,        Knee injury - Unknown return date,        4,        71,        15.9,        -4,        9.3,        1941174,        2392029,        113,        3.6,        2265,        10,        3,        7,        33,        0,        0,        3,        5,        0,        0,        20,        480,        585.0,        573.7,        467.0,        162.4,        0,    
                359,        Sigurdsson,        55422,        Gylfi Sigurdsson,        11,        Knee injury - Unknown return date,        3,        80,        12.0,        -5,        1.9,        194845,        435206,        96,        3.6,        2257,        4,        4,        6,        40,        0,        0,        0,        2,        0,        0,        8,        396,        485.6,        614.9,        437.0,        154.0,        0,    
                464,        Martina,        56192,        Cuco Martina,        11,        ,        2,        41,        13.4,        -4,        1.1,        243641,        214640,        55,        2.6,        1830,        0,        2,        5,        30,        0,        0,        0,        2,        0,        0,        0,        367,        468.8,        238.8,        39.0,        74.9,        0,    
                502,        Mangala,        57112,        Eliaquim Mangala,        11,        Knee injury - Unknown return date,        2,        50,        4.4,        0,        0.1,        31017,        30596,        22,        2.0,        617,        0,        0,        2,        7,        0,        0,        0,        0,        0,        0,        0,        118,        113.8,        19.9,        32.0,        16.8,        0,    
                539,        Vlasic,        180151,        Nikola Vlasic,        11,        ,        3,        53,        3.4,        -2,        0.0,        2750,        2619,        18,        1.5,        572,        0,        0,        1,        12,        0,        0,        0,        0,        0,        0,        0,        80,        91.8,        159.1,        85.0,        33.6,        0,    
                548,        Niasse,        113688,        Oumar Niasse,        11,        ,        4,        46,        18.0,        -4,        5.0,        1143458,        901711,        83,        3.8,        1076,        8,        3,        0,        23,        0,        0,        0,        2,        0,        0,        14,        248,        370.6,        159.2,        634.0,        115.2,        0,    
                563,        Baningime,        195855,        Beni Baningime,        11,        ,        3,        45,        1.6,        0,        0.0,        690,        546,        7,        0.9,        192,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        20,        9.4,        3.8,        0.0,        1.3,        0,    
                592,        Tosun,        66838,        Cenk Tosun,        11,        ,        4,        67,        8.2,        -8,        2.1,        344999,        225748,        55,        3.9,        984,        5,        0,        4,        13,        0,        0,        0,        0,        0,        0,        9,        192,        232.4,        226.4,        304.0,        75.6,        0,    
                629,        Garbutt,        80183,        Luke Garbutt,        11,        ,        2,        40,        0.0,        0,        0.0,        1272,        649,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                162,        Coleman,        168977,        Joel Coleman,        38,        ,        1,        39,        0.0,        -1,        3.8,        219180,        115228,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                163,        Lössl,        57513,        Jonas Lössl,        38,        ,        1,        46,        29.3,        1,        6.8,        647566,        487928,        135,        3.6,        3420,        0,        1,        10,        58,        1,        2,        0,        1,        0,        103,        11,        701,        846.8,        30.0,        0.0,        87.8,        0,    
                164,        Schindler,        85368,        Christopher Schindler,        38,        ,        2,        46,        22.2,        1,        3.2,        535633,        440034,        102,        2.8,        3264,        0,        2,        9,        53,        0,        0,        0,        6,        1,        0,        15,        692,        928.0,        107.1,        149.0,        119.1,        0,    
                165,        Löwe,        54284,        Chris Löwe,        38,        ,        2,        44,        13.6,        -1,        1.1,        277852,        280031,        60,        2.6,        1585,        0,        0,        7,        26,        0,        0,        0,        1,        0,        0,        0,        321,        266.0,        125.5,        39.0,        43.0,        0,    
                166,        Smith,        104545,        Tommy Smith,        38,        ,        2,        47,        10.6,        -3,        0.2,        17176,        35878,        50,        2.1,        1902,        0,        1,        5,        31,        0,        0,        0,        7,        0,        0,        2,        311,        322.0,        251.6,        50.0,        62.8,        0,    
                167,        Hefele,        87856,        Michael Hefele,        38,        Achilles injury - 25% chance of playing,        2,        42,        0.2,        -3,        0.1,        2768,        9208,        1,        0.5,        32,        0,        0,        0,        1,        0,        0,        0,        1,        0,        0,        0,        1,        4.0,        0.1,        0.0,        0.4,        0,    
                168,        Cranie,        18006,        Martin Cranie,        38,        Transferred to Middlesbrough,        2,        40,        0.5,        0,        0.2,        24179,        25562,        2,        0.7,        179,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        0,        35,        44.0,        1.7,        2.0,        4.7,        0,    
                169,        Stankovic,        192301,        Jon Gorenc Stankovic,        38,        ,        2,        39,        0.0,        -1,        0.2,        19333,        13291,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                170,        Hudson,        7638,        Mark Hudson,        38,        Retired,        2,        40,        0.0,        0,        0.1,        1301,        18838,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                171,        Zanka,        48760,        Mathias Jorgensen,        38,        ,        2,        45,        23.8,        0,        6.6,        834036,        668140,        107,        2.8,        3420,        0,        3,        10,        58,        0,        0,        0,        6,        0,        0,        9,        623,        768.6,        123.6,        169.0,        106.2,        0,    
                172,        Mooy,        74471,        Aaron Mooy,        38,        ,        3,        52,        21.7,        -3,        4.7,        1033789,        967635,        113,        3.1,        3066,        4,        3,        10,        52,        0,        0,        0,        4,        0,        0,        8,        576,        753.2,        848.8,        350.0,        195.2,        0,    
                173,        van La Parra,        51344,        Rajiv van La Parra,        38,        ,        3,        44,        16.8,        -6,        0.4,        79339,        64622,        74,        2.2,        2131,        3,        0,        6,        36,        0,        0,        0,        3,        1,        0,        3,        240,        322.6,        261.6,        544.0,        112.7,        0,    
                174,        Hogg,        79619,        Jonathan Hogg,        38,        ,        3,        44,        12.0,        -1,        0.2,        44316,        36482,        53,        1.8,        2396,        0,        0,        7,        40,        0,        0,        0,        8,        1,        0,        0,        400,        475.0,        172.8,        61.0,        71.2,        0,    
                175,        Billing,        168991,        Philip Billing,        38,        ,        3,        44,        5.0,        -1,        0.2,        32233,        38693,        22,        1.4,        755,        0,        0,        3,        11,        0,        0,        0,        3,        0,        0,        0,        98,        111.4,        58.6,        26.0,        19.3,        0,    
                176,        Lolley,        168172,        Joe Lolley,        38,        Transferred to Nottingham Forest,        3,        43,        2.6,        -2,        0.1,        6851,        8013,        11,        1.8,        217,        1,        0,        0,        5,        0,        0,        0,        1,        0,        0,        0,        28,        50.6,        20.0,        47.0,        11.8,        0,    
                177,        Payne,        167541,        Jack Payne,        38,        Season-long loan to Oxford United,        3,        45,        0.0,        0,        0.0,        124,        521,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                178,        Whitehead,        5589,        Dean Whitehead,        38,        ,        3,        42,        1.0,        -3,        0.1,        9515,        9503,        4,        1.0,        68,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        16,        6.6,        1.1,        0.0,        0.8,        0,    
                179,        Bunn,        104535,        Harry Bunn,        38,        Transferred to Bury,        3,        45,        0.0,        0,        0.0,        112,        634,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                180,        Scannell,        49202,        Sean Scannell,        38,        ,        3,        45,        0.0,        0,        0.0,        457,        3209,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,        0,    
                181,        Kachunga,        87428,        Elias Kachunga,        38,        Ankle injury - Unknown return date,        3,        57,        8.1,        -3,        0.1,        14120,        27144,        46,        2.4,        1327,        1,        1,        6,        23,        0,        0,        0,        1,        0,        0,        0,        151,        151.0,        152.1,        246.0,        54.5,        0,    
                182,        Ince,        86176,        Tom Ince,        38,        ,        3,        55,        14.9,        -5,        0.4,        38051,        98299,        82,        2.5,        2450,        2,        1,        7,        39,        0,        0,        0,        0,        0,        0,        3,        269,        253.0,        331.3,        794.0,        138.0,        0,    
                184,        Williams,        80755,        Danny Williams,        38,        Ankle injury - Unknown return date,        3,        48,        5.8,        -2,        0.0,        1357,        4049,        28,        1.4,        1115,        0,        0,        0,        22,        0,        0,        0,        2,        0,        0,        0,        134,        131.4,        83.0,        56.0,        27.0,        0,    
                186,        Quaner,        84112,        Collin Quaner,        38,        ,        4,        45,        9.8,        0,        4.8,        623851,        587073,        44,        1.7,        1268,        0,        4,        3,        23,        0,        0,        0,        4,        0,        0,        0,        173,        209.0,        255.7,        283.0,        74.8,        0,    
                187,        Depoitre,        147303,        Laurent Depoitre,        38,        ,        4,        50,        18.8,        -5,        2.6,        796262,        676216,        94,        2.8,        1807,        6,        2,        4,        34,        0,        0,        0,        1,        0,        0,        14,        283,        352.0,        191.4,        451.0,        99.6,        0,    
